Author,Date,Region,Sentence,translation,Score
Bonsignori,1375-77,umbr.-tosc.,"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","«Teseo guardò Achelao con grande meraviglia e disse così: ""Oh signor Achelao, ti prego di dirmi come mai hai perso"".»",5
Giovanni da San Miniato,1415,tosc.,"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Spero in Gesù che invii presto Timoteo a voi, affinché io abbia un animo sereno.",5
Brunetto Latini,1260-61,fior.,sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,"Senza errore, lo scarabeo selvaggio anticipa l'uomo nell'udire e il cinghiale nella vista.",5
Bono Giamboni,1292,fior.,uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,"""I cavalieri chiamano un luogo dove si gettano escrementi 'capo di porco'.""",3
Arte Am. Ovid. (B),1310/13,fior.,tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"«Stendere reti ai cervi e sapere bene in quale valle abita l'irascibile cinghiale.»

(Note: I've kept the translation as close to the original meaning and wording as possible, while still using modern Italian.)",5
Rim. Am. Ovid. (B),1310/13,fior.,"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora i cervi smarriti saranno terrorizzati da diverse e varie paure, o il cinghiale ferito cada a terra dopo essere stato colpito dalla lancia.",5
Brunetto Latini,1260-61,fior.,"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Le cose incorporee che non hanno rapporto con i corpi, come Dio e le divine entità.",5
Bono Giamboni,1292,fior.,"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per cui tutto viene giudicato e condannato.",5
Bonsignori,1375-77,umbr.-tosc.,"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","«Dove i poeti, parlando di sé, elogiano le virtù loro e raccontano esageratamente i loro difetti quando qualcuno superava l'ordine assegnato loro»",5
Giovanni dalle Celle (?),1396,tosc.,"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","Quella cosa, che è retta ed onesta, e viene accompagnata dalla virtù, credo che solo essa sia il bene.",5
Fatti de' Romani (H+R),1313,fior.,"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando un romano veniva avvelenato durante il giorno, allora era meraviglioso vedere come i Psilli si combattevano contro il veleno, poiché erano disposti a sacrificare la loro stessa salute.",5
Chiose a Rim. Am. (B),1310-,fior.,"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","«Il poeta dice: oh, quanta bellezza è vedere la verità palesemente con i propri occhi, quando essa ti viene comunicata rettamente o indirettamente.»

Note: I tried to preserve the original meaning and humor of the sentence while translating it into modern Italian.",5
Cavalca,1330,tosc.,"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","Ma nonostante ciò, fu colpa tua proprio perché hai voluto cercare di comprendere con i tuoi occhi materiali qualcosa che era invisibile.",5
Brunetto Latini,1260-61,fior.,"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","Vero è, ma non ti rispondo in questo momento, perché tu sei il mio servo, oppure è tempo di riposo, oppure non devo risponderti.",5
Fatti de' Romani (H+R),1313,fior.,sì convene che lli desse grande avere perché · lasciasse andare via.,Era necessario che gli dessero un grande vantaggio perché lo lasciassero partire.,5
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Ecco la traduzione:

""Questo esempio è notevole per ogni persona che si preoccupi di non commettere e di non pensare a tradire; il servo che lo aveva accusato fu assolto, e le fu donata una grande quantità di denaro.""",5
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"Se gli fosse accaduto, sarebbe stata una cosa indecente per lui se avesse commesso un'azione tale da meritare ugualmente la colpa del servo e il castigo di Platone.",5
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","""Mostro assolutamente le proprie forze, assegnandogli il regno a questa città in cui nacque e mantenendo per lungo tempo l'impero.""",5
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,L'anima molla la sua forza alla proprietà del corpo al quale si accompagna.,3
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","Sono due già non in una carne, ma in uno spirito, cioè in Dio, e nello Spirito Santo.",5
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","Per tale ragione che Lucano lo disse, glielo racconteremo. Là, quando l'anima di Pompeo ebbe sentito la chiarezza del lusso, ella si rese conto già da principio.",5
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","Siccome il dolore è da sopportare quando non si vuole più armarsi e lavorare con grande onore, ma come pecore bisogna essere trattati.",5
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,Non ebbe infastidimento di udire parole simili a quelle di Cristo.,5
Prima catilinaria volg. (red. A),1294,fior.,"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La folla di cui hai avuto modo di osservare e contemplare lo studio e quasi sentire la voce, e quelle mani e lance che a stento riesco a tenere.",5
T. Alderotti (?),1295,fior.,"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","Udito di bei racconti e fiutato di bell'profumo, come e quando e quanti volte è conveniente.",5
Filippo da Santa Croce,1323,tosc.,"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò nel giardino allestito dietro il suo alloggio, come se stesse meditando la sua replica.",5
Ceffi,1325,fior.,"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io sono disposto a recarmi là dove non posso arrivare con il corpo, ma ci vado con la mia mente.",5
Guido da Pisa,1337,tosc.,Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,"Ecco, subito tutta quella folla d'uccelli prese il volo e la seguì.",5
Grazia di Meo,1343,tosc.,Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,"«Anche vede le ragioni dei voli degli uccelli e di ogni cosa, e sa renderne un giudizio veritiero.»",5
Zanobi da Strada,1361,tosc.,Or ecco quanto per la sua superbia questo uccello volava in alto.,"Ecco quanto per la sua superbia, questo uccello volava molto in alto.",5
Bonsignori,1375-77,umbr.-tosc.,"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Gorgone, e posso dire che posso volare nell'aria esattamente come un uccello"".",5
Bono Giamboni,1292,fior.,"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola vengono iscritti, giurano per Dio, per Cristo e per lo Spirito Santo.",5
Bono Giamboni,1292,fior.,"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Secondo il comando tuo, Padre Santo Agostino, le battaglie già combattute nel mondo sonostate come esigeva.",3
Brunetto Latini,1294,fior.,"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Saranno molti coloro che si ricorderanno del re con particolare devozione, perché sempre è stato onorato e glorificato il suo nome nella nostra città; inoltre, i loro compagni saranno ricordati come persone santissime.",5
Cavalca,1308,tosc.,"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non desidero che ti vantino delle tue virtù e del tuo voto di castità, vedendo la sua lode.

(Note: I've kept the original meaning and preserved the nuances of the translation. The archaic Italian sentence is a warning to someone not to boast about their virtues and vow of chastity when seeing the praise or admiration being directed at them.)",5
Fatti de' Romani (H+R),1313,fior.,"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","""Sant'Agnese redasse il libro intitolato 'La Città di Dio'.""",5
Cavalca,1330,tosc.,Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,"«Gregorio non ebbe un maestro, ma il dono dello Spirito Santo è al di là della regola».",5
Brunetto Latini,1260-61,fior.,Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,Commerciante fiorentini attraversavano il mare per recarsi all'estero.,3
Bono Giamboni,1292,fior.,"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","«Quando avrai riconosciuto quei segni nel cavaliere, non cercare la grandezza cadendo, perché nei combattimenti sono più preziosi i forti che i grandi».",5
Bono Giamboni,1292,fior.,"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","«E, ciò che è ancora più grave, cioè essere catturato o fuggire, lasciando il proprio Comune sconfiggere.»

Note: I've preserved the original meaning and syntax of the archaic Italian sentence as much as possible in the translation.",5
Filippo da Santa Croce,1323,tosc.,"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","""È vero, se non ci fossimo stati così precipitosi nel fuggire, saremmo stati tutti uccisi.""",5
Deca quarta,1346,fior.,"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","Quell'uomo cretese che si era schierato in aiuto dei nemici avrebbe potuto fuggire, ma la vergogna di abbandonare quei nobilissimi cavalieri achei, che lo avevano appena lasciato.",5
Brunetto Latini,1260-61,fior.,"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","E il fine era quello di compiere azioni grandiose, ovvero di mantenere la pace, amare Dio e il prossimo, edificare città, fortezze e palazzi.",5
Giovanni da San Miniato,1415,tosc.,colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"Quello che non sa ancora trattare l'altro con lo stesso amore col quale si tratta se stesso, già sta per temere i giudizi divini.",5
Arte Am. Ovid. (B),1310/13,fior.,"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, una volta avuto tempo di aprire le ali, non si difende abilmente e il cinghiale selvaggio non esce facilmente dalle reti in cui si èacciuto.",5
Cavalca,1308,tosc.,"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","Io gli spalmai davanti, e loro si sono allontanati. E cosa c'è di più necessario del fatto che il tuo cuore sia aperto verso il tuo sposo Cristo?",5
Prima catilinaria volg. (red. A),1294,fior.,"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","E allora, dato che queste cose sono così, Catellina, non puoi più vivere qui con dignità, dubiti tu di andartene in un luogo qualsiasi e di condurre questa vita fuggendo dalle terre deserte.",3
Chiose a Valerio Massimo (D - L. I-V),1346,tosc.,"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","I questi due, desiderando ricusare l'incarico del tribunato contro il volere del senato, vennero uccisi dalla plebe, spinti dai coscritti patrizii.",5
Bono Giamboni,1292,fior.,"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","Gli youngsters, al cui compito viene affidato il difendere le province e il risultato di tutta la battaglia.",3
Bono Giamboni,1292,fior.,"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da monti di Roma si sono creati nuovi nemici; contro i quali è stata combattuta con diversa fortuna. Perché nella prima battaglia, essendo console Valerio, morirono 3.000 romani.

Note: The numbers ""MMMD"" are an abbreviation for the Roman numeral MMM (1,000) followed by D (500), which is equivalent to 3,000 in modern notation.",5
Fatti de' Romani (H+R),1313,fior.,"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noi ci separammo e lasciammo la città a causa del dovere, e tutti siamo separati dalla reputazione e dal bene della fortuna.",5
Simintendi,1333,tosc.,pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"""Mi hanno pregato gli dei per me; i miei supplici hanno avuto valore. E se chiedete a chi è toccata la sorte di questa battaglia, non sono stato sconfitto da lui.""",5
Valerio Massimo (red. V1,1336,fior.,"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","«Una villa chiamata Vitermina. Poiché molti principi di scheraneria erano transitati in quel momento per caso a vederla, Scipione pensava che venissero per sforzarla, quindi l'accolse nella sua casa».",5
Brunetto Latini,1260-61,fior.,contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"Contro di lui, contro le sue sorelle, contro il regno e contro la stima alta della sua stirpe e della sua casata.",5
Fatti de' Romani (H+R),1313,fior.,"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Quindi quando la nave fu ormeggiata e si mise in alto mare per procedere dritto attraverso questo tratto pericoloso, il cielo si fece nuvoloso e cominciò a piovere.",5
Filippo da Santa Croce,1323,tosc.,"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.",Si salì in riva al fosso e sul terrapieno; se era possibile difendersi da alto o trovare un modo per attraversare e fuggire.,5
Alberto della Piagentina,1330/32,fior.,"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","La vera saggezza è superiore all'apparenza esterna. Perciò, una volta trascorsa l'elevazione dell'universo, essa stessa forma semplice e naturale riesce a percepire la realtà più profonda.",5
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se l'occhio è un membro nobile del corpo umano, quindi la salutazione è una parte nobile della pistola, ed altrettanto illumina tutta la lettera come l'occhio illumina l'uomo.",5
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Tarentini, che erano originari degli Spartani e discendenti dalla nobilissima città dei Greci.",5
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Ulrico era un uomo ricco e nobile: Ruggiero fu chiamato per nome.,5
Valerio Massimo (red. Va),1336,tosc.,"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Però, poiché una cosa nobilissima e alta è abbattere il nemico, altrettanto non è meno lodevole sapere essere misericorde.",5
Bono Giamboni,1292,fior.,"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","«Alessandro, questo è il genero e il figlio di Fausonio, una bella giovanotta macedonia, rimasto solo in un luogo stretto senza difesa, fu ucciso.»

(Note: I preserved the original meaning by keeping the same relationships and events described in the archaic Italian sentence.)",5
Grazia di Meo,1343,tosc.,"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","""Alcuni sono ricchi e cortesi, ma si lagna perché vorrebbe avere un'altra moglie diversa da quella che ha.""",5
Zanobi da Strada,1361,tosc.,"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia",«Pietro le fu ordinato di uccidere e consumare il popolo gentile».,5
Declamazioni di Seneca,1392,tosc.,"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","""pregò che lo si liberasse da quell'obbligazione, in cui egli era stato lasciato debitore. Il gentiluomo acconsentì, lo liberò e fece una carta.""",5
Giovanni da San Miniato,1415,tosc.,"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Noi ci identifichiamo come il popolo gentile gelido per la freddo del peccato, che era soggiogato al giogo della sua tirannia.

(Note: I preserved the original meaning and structure of the sentence while translating it into modern Italian)",5
Prima catilinaria volg. (red. A),1294,fior.,"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","Non può più rimanere presso di noi, fra me e te, poiché io non lo tollero e non lo permetto.",5
