Author,Date,Region,Sentence,translation,Score
Valerio Massimo (red. V1,1336,fior.,"A Milano fue ripressa la malvagità d' una donna in simile bugìa, nel tempo medesimo di questo signore della republica, in questo modo: ","**Analysis:**

* The sentence is in the indicative mood.
* The sentence structure is: Subject (A Milano) + Verb (fue ripressa) + Object (la malvagità) + Adverbial phrase (d'una donna in simile bugìa).


**Key words:**

* Milano: city of Milan
* Malvagità: wickedness
* Donna: woman
* Bugìa: madness


**Final version:**

A Milano fu soppressa la malvagità di una donna in un'analoga follia nel tempo stesso di questo signore della Repubblica.",5
Filippo da Santa Croce,1323,tosc.,"E lamentavansi dell'iniquità d'Appio, e ripiagnevano la malavventurata beltà della pulcella e la necessità del padre.","**Analysis:**

* The sentence is in the plural, indicating that the lament was shared by multiple people.
* Key words: `iniquità` (iniquity), `Appio` (Appio), `malavventurata` (wickedness), `beltà` (beauty), `pulcella` (virgin), `padre` (father).


**Translation:**

E lamentano l'ingiustizia di Appio e riprano la maladetta bellezza della fanciulla e la necessità del padre.",5
Brunetto Latini,1294,fior.,"Nella quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolfi che non solamente la pace era schifata,","**Structure:**

The sentence is in the indicative mood, with a complex structure involving several subordinate clauses.

**Key words:**

- Ebbi: I had
- Ardire: To dare (to have the courage)
- Razonare: To reason (to think)
- Pace: Peace
- Dolfi: I grieve (to be sad)
- Era schifata: It was spoiled/was not peaceful

**Final version:**

In quale battaglia, certo io ho sempre avuto coraggio di ragionare di pace, ma mi dolfa che la pace non solo fosse 인스offerita.",5
Bart. da San Concordio,1313,tosc.,"la seconda suole talora per la grande provedenzia fare timoroso, e la prima per l'ardire rendere altrui matto.","**Structure Analysis:**

- The sentence is an inversion, with the object (la grande provedenzia) coming before the subject (la seconda suole talora).
- The first clause uses the passive voice with faire, while the second clause uses the active voice with rendere.


**Key Words:**

- suole: shoes
- provedenzia: providence
- timoroso: terrified
- ardire: daring


**Final Version:**

La seconda suola talora ha avuto paura della grande providenza, mentre la prima ha portato altrui alla follia.",5
Valerio Massimo (red. V1,1336,fior.,Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,"**Analysis:**

* **Structure:** Simple past tense sentence with an action (andò) followed by a location (campo de' Cartaginesi) and a description of the outcome (tutta la legione trasse seco).
* **Key words:** andò (went), legione (legion), trasse (carried), seco (dry).


**Modern Italian:**

Andò nel campo dei Cartaginesi e l'intera legione fu trasportata secca.",5
Zanobi da Strada,1361,tosc.,"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.","**Analysis:**

* **Structure:** Complex sentence with nominal and verbal phrases.
* **Key words:** non (not), volle (wanted), cognoscere (to recognize), nimico (enemy), qesta (this), diede (gave), ardire (to burn), profeta (prophet), Natan (name of a prophet), riprendere (to take back), grande (great), autoritade (authority), quello (that), avea (had), peccato (sin).

**Translation:**

Non lo desiderò cognoscere come nemico. Questa è quella che diede fuoco al profeta Natan perché riprendesse con grande autorità quel re che aveva peccato.",5
Frontino volg.,1381,bologn.,"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","**Analysis:**

* The sentence is in the active voice.
* It has two subjects: ""armi"" (arms) and ""passaseno"" (companions).
* The main verb is ""perçò"" (therefore).
* The sentence is a conditional statement.


**Key words:**

* armi: arms
* passaseno: companions
* nimici: enemies
* alcuno: anyone
* ardire: to dare (to have the courage)
* questo: this


**Final version:**

Le armi e i suoi compagni passarono tra i nemici, perché se nessuno aveva il coraggio di farlo, avevano questo comando.",5
Giovanni da San Miniato,1415,tosc.,Unde ragionevolemente Iob è interpretato dolente;,"**Structure:**

- The sentence is an inversion, with the object (Iob) coming before the verb (interpretare).
- The word ""dolente"" is an adjective meaning ""painful"".


**Key Words:**

- Iob: a proper name
- Dolente: painful


**Final Version:**

Un ragionevolemente Iob è interpretato come dolorevole.",5
Filippo da Santa Croce,1323,tosc.,"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","**Analysis:**

* The sentence is in the indicative mood.
* It consists of two independent clauses joined by a coordinating conjunction.
* The first clause expresses a general pardon, while the second clause emphasizes the speaker's trust in the pardoned person.


**Key Words:**

* quello - that
* sopra - above
* tutti - all
* altri - others
* perdonasse - forgave
* cittadini - citizen
* ch'egli - who
* fu - was
* vostro - your


**Final Version:**

Quante volte più di chiunque altro il tuo signore perdonò ai cittadini, e a cui più certo potesti credere; poi ch'egli fu il tuo comando.",5
Zanobi da Strada,1361,tosc.,"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","**Analysis:**

* **Structure:** The sentence is a complex passive voice construction with an embedded clause.
* **Key words:** ""chi"", ""Libro"", ""scrivesse"", ""fedelmente"", ""auttore"", ""fusse"", ""Spirito Santo"".

**Translation:**

Non è chiaro chi ha scritto questo Libro, ma si deve credere che l'Autore fosse lo Spirito Santo.",5
Agostino da Scarperia (?),1390,tosc.,"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","**Analysis:**

* **Structure:** Conditional sentence with an unreal conditional (se...non fosse...parrebbe) and a comparison (meno agevolmente).
* **Key words:** usatissima (extremely), incredibile (incredible), agevolmente (easily), umano (human), divino (divine), mutabile (mutable), incommutabile (incommunicable).


**Translation:**

Se non fosse davvero molto estremo, ciò parebbe certo molto più incredibile. Certo più facilmente si può credere quello, visto che l'animo umano al divino e il mutabile allo incommutabile.",3
Brunetto Latini,1260-61,fior.,che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,"**Structure:**

- The sentence is a complex conditional sentence.
- It consists of two independent clauses connected by the conditional conjunction ""che"".
- The first clause expresses the condition: ""that they take the wages from the chamberlain for their expenses and maintenance"".
- The second clause expresses the consequence: ""and remain in the presence of Messer lo Papa to counteract the passing of the cavalry that comes from Cecilia to Tuscany"".

**Key words:**

- prendessero: take
- paga: wages
- camarlingo: chamberlain
- dispensa: expenses
- immantenente: maintenance
- messer lo Papa: Messer lo Papa
- contradiare: counteract
- passamento: passing
- cavalieri: cavalry
- Cecilia: name of a place
- Toscana: Tuscany


**Final version:**

Se prendessero la paga dal camarlingo per le proprie spese e il loro mantenimento, resteranno in presenza di Messer lo Papa per contrastare la passata dei cavalieri che provengono da Cecilia in Toscana.",5
Bonsignori,1375-77,umbr.-tosc.,"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","**Structure:**

- The sentence is in the indicative mood.
- The subject is Teseo.
- The object is Achelao.
- The verb is ""dicate.""
- The sentence is a request.

**Key words:**

- Teseo: a person's name.
- Achelao: a person's name.
- Dicate: to tell.

**Final version:**

""Oh messer Achelao, ti prego di dirmi come hai perso.""",5
Giovanni da San Miniato,1415,tosc.,"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","**Structure:**

- The sentence is in the first person singular.
- It expresses hope for a favor from a person named Iesù.
- The conditional clause ""acciocché io sia d'animo buono"" expresses the hope that the favor will be granted because the speaker is feeling good.


**Key words:**

- Io: I
- spero: hope
- messer: master, sir
- Iesù: the name of a person
- Timoteo: you (familiar)
- acciocché: in order that, so that
- sia: be, become

**Final version:**

Ho la speranza che il signor Iesù mi sia favorevole e mi spedri presto a voi.",4
Brunetto Latini,1260-61,fior.,sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,"**Analysis:**

* **Structure:** The sentence is an inversion of the typical word order, with the verb (""avanza"") coming after the subject (""lo porco salvatico"").
* **Key words:** ""porco salvatico"" (wild boar), ""uomo d'udire"" (man of words), ""lupo cerviere del vedere"" (wolf of sight).

**Modern Italian translation:**

Il cervone selvatico avanza di fronte all'uomo dei verbi e al lupo del vedere.",5
Bono Giamboni,1292,fior.,uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,"**Structure:**

- The sentence consists of two clauses:
    - The first clause describes an action: ""uno luogo si mandano lancioni.""
    - The second clause describes a reaction: ""la quale cosa i cavalieri l' appellano capo di porco.""


**Key words:**

- **uno luogo:** one place
- **si mandano lancioni:** they send/throw/cast stones
- **la quale cosa:** which thing
- **i cavalieri:** the horsemen
- **l'appellano:** they call
- **capo di porco:** like a pig's head

**Final version:**

Un luogo viene riempito di pietre; cosa a cui i cavalieri lo chiamano come un capo di porco.",5
Arte Am. Ovid. (B),1310/13,fior.,tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"**Analysis:**

* **Structure:** The sentence is in the indicative mood, with a transitive verb (cerbi) and a prepositional phrase (in quali valle).
* **Key words:** tenda (tent), reti (nets), cerbi (stags), furioso (angry), porco (pig).


**Translation:**

""They spread the nets over the hills and know well in which valleys the angry pig will be rooting.""",5
Rim. Am. Ovid. (B),1310/13,fior.,"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","**Analysis:**

* Structure: Simple sentence with a complex predicate.
* Key words: Spaventerai (I will frighten), cervi (stags), disidirosi (tired), paure (fears), porco (pig), cenghiare (to bite), caggia (to go away).


**Translation:**

Ora spaverai i disiderati cervi con varie paure, oppure il maiale picchià di nuovo sulla terra quando lo spiedò.",3
Brunetto Latini,1260-61,fior.,"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","**Structure:**

* The sentence is a complex sentence with a nominal subject (la natura) and a verbal phrase (si come Dio e le divine cose).
* The verbal phrase is an impersonative sentence with the modal verb conversano.

**Key words:**

* natura: nature
* cose: things
* incorporali: incorporeal
* conversano: speak, communicate

**Final version:**

La natura delle cose incorporee non comunica all'interno delle proprie corpori, come Dio e le cose divine.",5
Bono Giamboni,1292,fior.,"Dio, per la quale si dispensano et iudicano tutte le cose.","**Structure Analysis:**

* The sentence is a prayer addressed to God.
* ""Dio"" is the subject.
* ""Per la quale si dispensano et iudicano tutte le cose"" is the predicate.

**Key Words:**

* ""Dio"": God
* ""Dispensano"": Distribute
* ""Iudicano"": Judge
* ""Tutte le cose"": All things

**Final Version:**

Dio, che distribuisci e giudichi tutto, tu sei la causa di ogni cosa.",5
Bonsignori,1375-77,umbr.-tosc.,"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","**Analysis:**

* The sentence is in the indicative mood.
* The verb ""dico"" (say) is in the plural form, indicating that the poets are speaking in the plural.
* The sentence uses archaic vocabulary and syntax.


**Key words:**

* poeti (poets)
* fabolosamente (fantastically)
* difetti (defects)
* passava (passed)
* deputato (deputy)


**Final version:**

I poeti, parlando di sé, dichiarano le proprie virtute e confessano fantasticamente i loro difetti quando qualcuno passava il loro ordine al deputato.",5
Giovanni dalle Celle (?),1396,tosc.,"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","**Analysis:**

* The sentence is structured as follows: Subject (e quella cosa) + Adjectives (diricta et onesta, con virtute) + Main Clause (sola penso essere lo bene).
* Key words: cosa (thing), diricta (direct), onesta (honest), virtute (virtue), bene (benefit).


**Translation:**

La cosa migliore, quella che è diretta e onesta, e con la virtute, solo pensano essere il bene.",5
Fatti de' Romani (H+R),1313,fior.,"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","**Analysis:**

* The sentence is in the past tense.
* It describes a conflict between two groups of people (Psille and Romans) during a time of great danger (serpents' venom).
* The Psille are shown to be victorious, despite the danger.


**Key words:**

* li serpenti: the serpents
* li Psille: the Psille
* veleno: the venom
* imolavano: they died
* salive: their saliva


**Final version:**

Quando i serpenti riempivano di giorno un certo Romano, i Psille combattevano al veleno e morirono tutti di trazione della loro saliva.",5
Chiose a Rim. Am. (B),1310-,fior.,"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","**Structure Analysis:**

* The sentence is an indirect speech containing an exclamation.
* The opening phrase ""Dice il poeta"" indicates that the speaker is quoting a poet.
* The main clause describes the poet's observation of something with open eyes.


**Key Words:**

* ""Bella cosa"": beautiful thing
* ""Apertamente"": openly
* ""Gli occhi"": eyes
* ""Glel"": light (sunlight)
* ""Fai diretro/in culo/in altro"": makes direct/straight/otherwise


**Final Version:**

Il poeta dice: oh, quanto bella cosa è vedere dirette con gli occhi quando la luce fa luce diretta o in cielo o altrove.",5
Cavalca,1330,tosc.,"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","**Structure Analysis:**

- The sentence is an independent clause.
- It consists of two main parts: a subject (ma pur questo) and a predicate (era colpa tua).
- The adverbial phrase (con gli occhi corporali) modifies the main verb (cercare).


**Key Words:**

- ma pur: although
- colpa tua: your fault
- volesti: wanted to
- cercare: to seek
- occhi corporali: physical eyes
- cosa invisibile: invisible thing


**Final Version:**

Tuttavia, anche questo era colpa tua. Tuttavia, volevi cercare di vedere l'invisibile con gli occhi fisici.",5
Brunetto Latini,1260-61,fior.,"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","**Structure:**

The sentence is an inverted sentence with a complex conditional structure.

**Key words:**

- Vero è (It is true)
- Ttu se' mio servo (You are my servant)
- Tempo feriato (Harmed time)


**Final version:**

È vero, ma non posso rispondere ora perché sei il mio servo, o perché è un momento di tempo perso.",5
Fatti de' Romani (H+R),1313,fior.,sì convene che lli desse grande avere perché · lasciasse andare via.,"**Analysis:**

* The sentence is in the affirmative mood.
* The subject is ""lli"" (you plural).
* The verb is ""debbe"" (should).
* The object is ""lasciasse andare via"" (leave).


**Key words:**

* sì: yes
* convene: to gather
* grande: great
* avere: to have
* lasciasse: to leave
* andare: to go
* via: away

**Final version:**

Sì, voi dovrebbero avere grande motivo di lasciarlo andare via.",5
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","**Analysis:**

* The sentence is in the indicative mood and uses formal language.
* Key words: notabile, esemplo, tradigione, servo, francato, fugli, moneta.

**Translation:**

Un esempio noto a chiunque si attende di fare e di pensare alla tradizione, il servo cui era stato accusato, fu liberato e fuggì portando via una grande quantità di moneta.",5
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"**Structure Analysis:**

* The sentence is a complex conditional sentence with an hypothetical situation (if the master had done something) and a consequent result (the blame of the servant and the punishment of Plato would have deserved equally).
* The sentence employs a formal tone and uses archaic vocabulary.


**Key Words:**

* che: introducing the conditional sentence
* sarebbe: hypothetical conditional
* llui: master (object of the conditional action)
* cosa: thing
* sconcia: annoying, displeasing
* commesso: done, committed
* lla colpa: the blame
* 'l gastigamento: the punishment
* Platone: a person (likely a servant or slave)

**Final Version:**

Se il padrone avesse fatto qualcosa di sconcio, la colpa del servo e la punizione di Platone sarebbero stati meritati in modo equo.",5
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","**Analysis:**

* Structure: Subject (mostroe) + Adverbial phrase (maximamente) + Verb (le forze sue) + Prepositional phrase (dando lui re) + Noun (a questa cittade) + Adverbial phrase (ne la quale nacque servo) + Adverbial phrase (al quale avvenne lunghissimamente lo imperio tenere).
* Key words: mostroe (women), forze (forces), re (king), cittade (city), servo (servant), imperio (empire).

**Final version:**

Le donne mostrarono la loro massima forza, dandando un re a questa città nella quale nacque il servo. A questo servo avvenne lunghissimamente l'impero tenere.",4
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"**Analysis:**

* **Structure:** The sentence is in the form of a nominal sentence, with the subject (l'anima) directly influencing the verb (mutare) and the object (la sua forza).
* **Key Words:** anima (soul), forza (strength), propietade (property)

**Translation:**

La sua anima muta la sua forza per la proprietà del corpo a cui si unisce.",5
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","**Analysis:**

* **Structure:** The sentence is a complex sentence with a main clause and a subordinate clause.
* **Key words:** carne (flesh), spirito (spirit), Dio (God), anima (soul).


**Translation:**

""Sono due già non in una carne, ma in uno spirito, cioè Iddio, e l'anima. Onde in altro luogo dice S. Paolo: Chi s'accosta a Dio è uno spirito.""",5
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","**Structure:**

- The sentence is an indirect speech introduced by the verb ""disse"" (told).
- The speaker recounts a story about Pompey's soul.
- The main clause describes Pompey's soul recognizing clarity in the afterlife.


**Key words:**

- Lucano: the speaker's name.
- disse: told.
- vi: you (plural).
- quando: when.
- anima: soul.
- sentire: to feel.
- chiaro: clear.
- lasusso: afterlife.
- cognobe: recognized.


**Final version:**

Quando l'anima di Pompeo sentiva la chiare del luogo dopo la morte, ella riconosceva prima di tutto.",3
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","**Structure:**

- The sentence is an imperative sentence, expressing an action that should be taken.
- It consists of two clauses: the first clause expresses the feeling of sorrow, and the second clause expresses the reason for that sorrow.


**Key words:**

- Sicchè: very much
- dolore: sorrow
- usare: to use
- arme: weapon
- fatica: fatigue
- disonore: disgrace

**Final version:**

È davvero triste quando si usa la armi e la fatica rimandano, con grande disonore come pecore.",5
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,"**Analysis:**

* **Structure:** The sentence is an inversion, with the verb (""aveva"") coming after the subject ("" Cristo "").
* **Key words:** 
    * et - and
    * nonn - not
    * ebbe - had
    * fastido - astonished
    * parole - words
    * udire - to speak


**Translation:**

E non ebbe mai parole di dire.

**Note:** ""Mai"" is used in modern Italian to express the idea of ""never"" in this context.",5
