Author,Date,Region,Sentence,translation,score
Valerio Massimo (red. V1,1336,fior.,Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,Andò nel campo dei Cartaginesi e portò via l'intera legione con sé.,5
Zanobi da Strada,1361,tosc.,"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.","Non lo volle cognoscere per nemico. Questa è quella, la quale diede ardire al profeta Natan a riprendere con grande autorità quello re, il quale aveva peccato.",5
Frontino volg.,1381,bologn.,"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","""Armi e insieme con loro passiamo tra i nemici, perciò se nessuno non avesse il coraggio di farlo e avesse questo spirito.""",3
Giovanni da San Miniato,1415,tosc.,Unde ragionevolemente Iob è interpretato dolente;,"""Iob è interpretato dolente""",5
Filippo da Santa Croce,1323,tosc.,"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","""Chiunque di voi avesse commesso un reato, e a chi più sicuramente poteste credere, che egli fosse il vostro comandante.""",3
Zanobi da Strada,1361,tosc.,"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","""In vano si chiede chi scrisse questo libro, con ciò sia cosa che fedelmente si debba credere che l'autore di quello fosse lo Spirito Santo.""",5
Agostino da Scarperia (?),1390,tosc.,"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","Se non fosse usatissima, ciò parrebbe certo molto più incredibile; certamente più agevolmente si può credere quello, posto che lo spirito umano al divino e il mutabile all'incommutabile.",5
Brunetto Latini,1260-61,fior.,che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,'che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenza di messer lo papa per contradiare il passaggio dei cavalieri che venivano da Cecilia in Toscana',5
Bonsignori,1375-77,umbr.-tosc.,"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","Teseo guardò Achelao con grande meraviglia e disse così: ""O messer Achelao, ti prego di dirmi come hai perso"".",5
Giovanni da San Miniato,1415,tosc.,"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Spero che il Signore Gesù ti mandi presto, così posso essere di buon umore.",5
Brunetto Latini,1260-61,fior.,sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,Il maiale selvaggio si avvicina all'uomo per ascoltare e il lupo cerviere per vedere.,5
Bono Giamboni,1292,fior.,uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,Un posto dove vanno le lance; che cosa i cavalieri lo chiamano capo di maiale.,5
Arte Am. Ovid. (B),1310/13,fior.,tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"""Tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.""",5
Rim. Am. Ovid. (B),1310/13,fior.,"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.",5
Brunetto Latini,1260-61,fior.,"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Le cose incorporee, che non possono interagire con i corpi, come Dio e le cose divine.",5
Bono Giamboni,1292,fior.,"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per cui si dispensano e giudicano tutte le cose.",5
Bonsignori,1375-77,umbr.-tosc.,"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","""I poeti, parlando di se stessi, descrivono le loro virtù e descrivono fabolosamente i loro difetti, quando qualcuno passa l'ordine a loro assegnato""",5
Giovanni dalle Celle (?),1396,tosc.,"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","""E quello che è diretto e onesto, e con virtù, quello solo penso sia il bene.""",5
Fatti de' Romani (H+R),1313,fior.,"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando i serpenti invadevano di giorno alcuni Romani, allora era meraviglia vedere come si combattevano al veleno, perché imolavano tutto in avanti della loro saliva.",3
Chiose a Rim. Am. (B),1310-,fior.,"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Oh, quanto bello è vedere apertamente con gli occhi quando lo dici tu di fronte o dietro o in altro.",3
Cavalca,1330,tosc.,"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","""Ma pur questa fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.""",5
Brunetto Latini,1260-61,fior.,"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","La traduzione in italiano moderno di questa frase antica è: ""È vero, ma non ti rispondo in questo momento, perché sei il mio servitore o perché è tempo festivo, o perché devo rispondere a te"".",5
Fatti de' Romani (H+R),1313,fior.,sì convene che lli desse grande avere perché · lasciasse andare via.,"Sì, è vero che gli dà grandi poteri perché lo lascia andare via.",5
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Il servitore, che aveva accusato il suo padrone, è stato liberato e gli è stata data una grande quantità di denaro.",5
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"Se lo avessi fatto, sarebbe stato un'azione sciocca, perché la colpa del servo e il castigo di Platone meriterebbero entrambi uguale attenzione.",5
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","""Mostra massimamente le sue forze, dando lui re a questa città dove è nato servo; a cui accadde di lunga durata l'impero tenere.""",5
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"L'anima, silenziosa, esprime la sua forza per il possesso del corpo a cui si unisce.",5
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","""Sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito""",5
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","""Quindi Lucano disse, vi raccontiamo. Lì, quando l'anima di Pompeo ebbe sentito la chiarezza del lascito, essa si riconobbe prima in grande""",5
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","""Quanto dolore è sentire, quando l'uso dell'arma e della fatica si rifiuta, con grande disonore come pecore essere""",5
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,'Ebbe in fastidio Cristo quelle parole da sentire.',5
Prima catilinaria volg. (red. A),1294,fior.,"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La moltitudine di quelli che hai potuto vedere e guardare lo studio e poco prima udire le voci, e le cui mani e lance appena posso trattenere.",5
T. Alderotti (?),1295,fior.,"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","Ascoltare di belle novelle e profumare di belli fiori, come e quando e quanto si deve.",3
Filippo da Santa Croce,1323,tosc.,"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò in un giardino dietro l'albergo, quasi come se stesse pensando alla risposta.",5
Ceffi,1325,fior.,"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","""Ma io desideroso lì dove io non posso andare con il corpo, con la mente vi vado""",3
Guido da Pisa,1337,tosc.,Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,Tutti gli uccelli della folla si sono alzati in volo dietro all'aquila.,5
Grazia di Meo,1343,tosc.,Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,Vedi anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudizio.,5
Zanobi da Strada,1361,tosc.,Or ecco quanto per la sua superbia questo uccello volava in alto.,Questo uccello volava in alto per la sua superbia.,5
Bonsignori,1375-77,umbr.-tosc.,"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Ero una bellissima donna, e avevo la capacità di volare nell'aria proprio come un uccello.""",5
Bono Giamboni,1292,fior.,"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola si scrive ""giuro per Dio, per Cristo e per lo Spirito Santo"".",5
Bono Giamboni,1292,fior.,"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità io ridico che, secondo il tuo comandamento, padre santo Agostino, le battaglie già combattute nel mondo [..]",5
Brunetto Latini,1294,fior.,"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molti di maggiore memoria saranno facendole al re, perciò che nella nostra città sempre fu santo e glorioso il nome reale, e se furono compagni fu il loro nome santissimo;",5
Cavalca,1308,tosc.,"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi",1
Fatti de' Romani (H+R),1313,fior.,"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scrisse un libro che si intitolava ""Agostino sulla città di Dio"".",5
Cavalca,1330,tosc.,Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Gregorio. Non ho mai sentito dire che avesse un maestro; ma il dono dello Spirito Santo non può essere vincolato da una legge.,5
Brunetto Latini,1260-61,fior.,Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,I mercanti fiorentini navigavano in nave per andare oltremare.,5
Bono Giamboni,1292,fior.,"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai nel cavaliere i detti segni visti non andare a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi.",5
Bono Giamboni,1292,fior.,"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","""E, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.""",5
Filippo da Santa Croce,1323,tosc.,"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","Se non ci fossimo affrettati a scappare, saremmo tutti morti.",5
Deca quarta,1346,fior.,"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","""Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui""",5
Brunetto Latini,1260-61,fior.,"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","L'acconciamento è fatto per fare grandi cose, cioè per tenere la pace e amare Dio e il prossimo, per fare città, castelli e magioni.",5
Giovanni da San Miniato,1415,tosc.,colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"Chi non conosce l'amore per il prossimo, ha già paura dei giudizi di Dio.",5
Arte Am. Ovid. (B),1310/13,fior.,"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, una volta che ha impiegato le ali, non fugge sicuramente, né il maiale selvatico esce bene dalle reti dove cade.",3
Cavalca,1308,tosc.,"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","""Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?""",5
Prima catilinaria volg. (red. A),1294,fior.,"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","""E quindi, da che queste cose sono così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti""",5
Chiose a Valerio Massimo (D - L. I-V),1346,tosc.,"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contrastare il desiderio del Senato di dimorare nell'ufficio del tribunato, furono uccisi dalla plebe, incitandola dai padri coscritti.",5
Bono Giamboni,1292,fior.,"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, che si impegnano nella difesa delle province e nell'avventura della battaglia.",5
Bono Giamboni,1292,fior.,"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da' monti de' Romani si feciero nuovi nemici; contro i quali è conbattuto cum diversa ventura: perché nella prima battaglia, essendo consolo Valerio, MMMD ne morirono di Romani.",5
Fatti de' Romani (H+R),1313,fior.,"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","""Noi siamo stati costretti a partire dalla città a causa di un debito e tutti noi siamo stati costretti a partire per la fama e per una buona fortuna.""",5
Simintendi,1333,tosc.,pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"""Prega gli dei per me; e' i vostri preghieri valgono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.""",5
Valerio Massimo (red. V1,1336,fior.,"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Una villa chiamata Vitermina, con ciò fosse cosa che i principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa.",5
Brunetto Latini,1260-61,fior.,contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"'Contro di lui e contro le sue sorelle, e contro il regno e contro l'alto onore della sua discendenza e della sua famiglia.'",5
Fatti de' Romani (H+R),1313,fior.,"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Il navilio si è impinto e messo in alto mare per andare diritto per mezzo di questo passaggio pericoloso, l'aria divenne nuvolosa e pioveginosa.",5
Filippo da Santa Croce,1323,tosc.,"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.","""Si arrampicò sul bordo del fossato, e su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.""",5
Alberto della Piagentina,1330/32,fior.,"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","""Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista""",5
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se l'occhio è il membro nobile del corpo dell'uomo, allora la salutazione è la parte nobile della pistola, e così illumina tutta la lettera come l'occhio illumina l'uomo.",5
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Tarentini, che erano nati di quelli di Sparta e fatti da loro nobili cittadini greci.",5
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.","""Orgentore"" è il suo nome.",5
Valerio Massimo (red. Va),1336,tosc.,"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","""Ma che, se una cosa nobile e alta è abbattuta dal nemico, non è meno lodevole conoscere avere misericordia""",5
Bono Giamboni,1292,fior.,"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","""Alexandri, questo è il figlio e il nipote, da Phausonia, giovane gentile di Macedonia, mentre si trovava in un luogo stretto senza guardia, fu ucciso.""",5
Grazia di Meo,1343,tosc.,"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alcuno è ricco e gentile, ma lamenta di voler avere un'altra moglie che quella che ha.",5
Zanobi da Strada,1361,tosc.,"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, dopo averlo visto in persona, gli disse: ""uccidi e mangia"".",5
Declamazioni di Seneca,1392,tosc.,"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","""He asked to be released from that obligation, which he had left bound.""",5
Giovanni da San Miniato,1415,tosc.,"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il popolo gentile congelato dal freddo del peccato, il quale popolo tenne sotto il giogo della sua tirannia",5
Prima catilinaria volg. (red. A),1294,fior.,"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","""Non puoi più restare con noi, perché non lo sopporterò e non lo permetterò.""",5
