Sentence,Translation,Score
"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per la quale si distribuiscono e giudicano tutte le cose.",4
"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","I poeti, parlando di sé, dichiarano le proprie virtue e ammettono i loro difetti, quando chiunque passava l'ordine loro deputato.",3
"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","Quella cosa, quella che è diretta ed onesta, e con virtute, quella sola penso essere il bene.",4
"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando le serpenti invallano di giorno qualcun Romano, era una meraviglia vedere come i Psilli combattevano al veleno, ché li immolavano tutto d'un tratto della loro saliva.",3
"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Il poeta dice: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro.",1
"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","Anche se ciò è colpa tua, non puoi vederla con i tuoi occhi.",3
"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","Vero è, ma non ti rispondo in questo momento, perché sei il mio servo oppure perché è tempo di ferire, oppure perché non devo rispondere.",3
sì convene che lli desse grande avere perché · lasciasse andare via.,"Sì, è vero che li avrebbe grande avere perché lasciassero andare via.",3
"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Ogni esempio è un modo per ricordare a ciascuno di fare attenzione a cosa si fa e a cosa si pensa quando si agisce di servizio, il quale aveva accusato, è stato liberato e ha fuggito con una grande quantità di moneta.",2
che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,Che sarebbe stato per lui una cosa sconcia se avesse commesso in modo tale che la colpa del servo e il gastaggio di Platone avessero meritato altrettanto.,4
"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","Massimiamo le proprie forze, dandagli un re a questa città nella quale nacque servo; al quale avvenne lunghissimamente lo stato tenere.",3
l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,L'anima muta la sua forza per la propria proprietà del corpo a cui essa si unisce.,4
"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito",Chi si accetta a Dio è uno spirito.,2
"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","Pertanto, come disse Lucano, lo raccontiamo. Egli, quando l'anima di Pompeo sentiva la chiare di lasciarlo, essa si cognise prima in grande.",2
"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","Sì, dolore è sentirsi quando l'uso dell'arma e la fatica ricusano, con grande disonore come pecore essere.",4
et nonn ebbe in fastido Cristo cotali parole d'udire.,E non ebbe mai fastido Cristo tali parole di dire.,3
"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La moltitudine di persone che hai visto e studiato è poca, e le voci che hai udito poco prima non posso ricordare.",3
"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","Parlare di bell'amore e profumersi di fiori belli, come quando e quante volte conviene.",3
"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò nel giardino dietro il suo hotel, come se pensasse alla risposta.",5
"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io desidero qui dove non posso col corpo andare, con la mente vi volo.",4
Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,Ecco di subito tutta la turba degli uccelli si alzò in volo dietro all'aquila.,5
Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,Ha anche conoscenza delle ragioni del volo degli uccelli e di tutto ciò che sa rendere vero giudizio.,4
Or ecco quanto per la sua superbia questo uccello volava in alto.,Ecco quante volte per la tua superbia questo uccello volava in alto.,3
"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","Gorgona, ho questa proprietà che mi fa volare come un uccello.",4
"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matrice si scrivono giuramenti a Dio, a Cristo e allo Spirito Santo.",3
"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità, il ridicolo ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo.",2
"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molto di più memoria saranno fatte al re, perché nella nostra città sempre è stato santo e glorioso il suo nome, e quando erano compagni erano chiamati con un nome sacro.",4
"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi",Non voglio che tu sia superbo per la santa causa e vi prometto la verginità vedendo le sue lode.,3
"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scris un libro che si chiama ""Agostino della Città di Dio"".",4
Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Gregorio. Non hai mai udito che nessuno avesse maestro; ma il dono dello Spirito Santo non può essere limitato da leggi.,4
Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,Mercanti fiorentini passavano in nave per andare oltremare.,5
"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai nel cavallo i frutti segni visuti non andranno a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi.",3
"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.",Anche è più grave essere preso o fuggire e lasciare vincere il Comune.,4
"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","Sì, davvero. Se non ci avevamo fuggito subito, sarebbero tutti morti.",3
"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","L'eroe creta, che era un amico dei nemici, avrebbe potuto fuggire, ma la vergogna di desertedli nobili cavalieri della gente achea poco avanti di lui.",3
"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","E l'acconciamento a far grandi cose, cioè tenere pace e amare il prossimo, far cittadi, castelli e magioni.",4
colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,Chi ancora non sa amare il prossimo come sé stesso già comincia a temere i giudici di Dio.,4
"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","Quando le ali sono impanicate, l'uccello non fugge e neppure un maiale selvatico esce dalle reti in cui cade.",4
"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?",Ho aperto le porte e quelli sono fuggiti. Quanta necessità ci è per chiudere il cuore al tuo Cristo?,3
"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","Pertanto, visto che queste cose sono così, Catellina, non puoi dimorare qui a lungo termine. Dubiti di andarti in qualunque terra e usare la tua vita fuggendo dai problemi.",3
"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contra la voglia del Senato dimorare nell'ufficio del tribunato, furono uccisi dalla plebe, incitandola i padri coscritti.",4
"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, ai quali il difendere delle provincie e la ventura di tutta la battaglia si compone.",3
"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Dal monte dei Romani si fece nuovi nemici; contro i quali è conbattuto come diverse ventura: per quanto nella prima battaglia, essendo consolazione Valerio, MMMD ne morì di Romani.",3
"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noi siamo fuggiti e partiti a causa del debito della città, e tutti fuggiti dalla fama e dalla buona fortuna.",3
pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"Pregai i dei per me; i vostri pregoni hanno valore: e se vi domandate chi ha la fortuna di questa battaglia, non fui vinto da coloro.",3
"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa.",2
contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"Contro di lui e contro le sue sorelle, contro il reame e contro l'alto pregio della sua generazione e della sua famiglia.",4
"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Quando il naveggio si è incagliato e è stato messo in alto mare per andare dritto attraverso questo passaggio rischioso, l'aria è diventata nuvolosa e pioveginosa.",3
"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.",Non usò mai l'argine del fosso e lo steccato; se da alto potevano difendersi o trovare un modo di passarlo e fuggire.,3
"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","L'occhio della intelligenza è più alto. Passata la grandezza della università, quella medesima semplice forma vede nella sottil vista.",3
"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se gli occhi sono organi nobili del corpo umano, la saluti è una parte nobili della pistola. Ciò illumina l'intera lettera come gli occhi illuminano l'uomo.",3
"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.",I Tarentini erano nati di Lacedemonia e facevano parte delle nobili città greche.,4
"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Ulecois era un uomo ricco e nobile: Orgentore era chiamato per nome.,5
"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Cependant, quando nobile cose e alte sono abbattute il nemico, non è meno lodevole sapere avere misericordìa.",3
"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","Alessandro, questo è il genero e il figlio, da Phausonia, gentile giovane di Macedonia, stava in un luogo stretto senza guardia, fu morto.",4
"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alchuno è ricco e gentile, ma lamenta che vorrebbe avere un'altra moglie di quella che ha.",4
"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, essendogli mostrato in figura il popolo Gentile, sì gli fu detto: uccidi e mangia.",4
"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","Pregolio che lo liberasse di quella obbligazione, in cui l'aveva lasciato obbligato. Il gentile uomo assentì e lo liberò, facendo poi la carta.",4
"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquila. Che figurazioni abbiamo noi verso l'Aquila, se non il popolo Gentile congelato dal freddo del peccato, il quale popolo tene sotto il giogo della sua tirannia.",3
"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.",Sei tra me e te: non puoi più rimanere con noi. Non lo soffermerò e non lo lascerò.,3
