Sentence,Translation,Score
"A Milano fue ripressa la malvagità d' una donna in simile bugìa, nel tempo medesimo di questo signore della republica, in questo modo: ","A Milano fu ripressa la malvagità di una donna in simile bugìa, nel tempo medesimo di questo signore della Repubblica, in questo modo.",
"E lamentavansi dell'iniquità d'Appio, e ripiagnevano la malavventurata beltà della pulcella e la necessità del padre.","E lamentano l'iniquità di Appio, e ripagnavano la cattiva condotta della puella e la necessità del padre.",
"Nella quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolfi che non solamente la pace era schifata,","Ne quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolpi che non solamente la pace era smarrita.",
"la seconda suole talora per la grande provedenzia fare timoroso, e la prima per l'ardire rendere altrui matto.","La seconda suole talora per la grande proveienza fa temeroso, e la prima per l'ardire rende gli altri matti.",
Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,Andò nel campo dei Cartaginesi e tutta la legione trasse seco.,
"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.",Non lo volle conoscere come un nemico. Questa è la stessa che diede ardire al profeta Natan per far riprendere con grande autoritàde quel re che aveva peccato.,
"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","Le armi, insieme con loro, passarono tra i nemici, perché se qualcuno non avesse coraggio di questo, e sì avevano questo animo.",
Unde ragionevolemente Iob è interpretato dolente;,Reasonabilmente Iob viene interpretato come dolente.,
"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","Quello che sopra tutti gli altri perdona a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.",
"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","Invano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si deve credere che l'Autore di quello fosse lo Spirito Santo.",
"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","Se non fosse così insaziabile, ciò sarebbe certo molto più incredibile. Certo più facilmente si può credere quello, visto che l'animo umano è al divo e il mutabile è incommutabile.",
che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,Che prendessero la paga dal camarlingo per la loro dispensa e rimanessero alla presenza del signor papa per contradurre il passaggio dei cavalieri che venivano da Cecilia in Toscana.,
"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","Teseo osservò Achelao molto di più meravoglandosi e disse: ""Oh messer Achelao, vi prego di dirmi come voi siete perso.""",
"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Io spero in Messer Iesù di mandare presto a voi Timoteo, affinchè io sia di buon animo.",
sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,"Senza errori, il porco selvatico avanzò l'uomo d'udito e il lupo cerviere del vedere.",
uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,Un luogo viene raggiunto dai lancioni; la cosa a cui i cavalieri lo chiamano capo di maiale.,
tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,Attraversa le reti ai cervi e sai bene in quali valle dimori il furioso porco cinghiare.,
"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora spaventerai i disperati cervi con varie e diverse paure, oppure il porco caccia la cagna nel terreno passato collo spiedo.",
"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Si tratta della natura delle cose incorpóree, le quali non conversano all'interno delle corpus.",
"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per la quale si dispensano e giudicano tutte le cose.",
"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","Quando qualcuno passava l'ordine a loro deputato, i poeti parlava di sé stesse dicendole le proprie virtue e confessando fabolosamente i propri difetti.",
"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","E quella cosa, la quale è diretta e onesta, e con virtute, quella sola penso essere il bene.",
"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando i serpenti infestavano di giorno alcuno Romano, era miracoloso vedere come i Psille si combattevano al veleno e li immolavano di getto della loro saliva.",
"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Il poeta dice: oh, quanto bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro.",
"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","Ma anche questo fu colpa tua, purché volevi cercarla con i tuoi occhi corporei la cosa invisibile.",
"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","È vero, ma non ti risponderò in questo momento. Poiché sei il mio servo, o perché è tempo di farti del male, o perché non devo rispondere.",
sì convene che lli desse grande avere perché · lasciasse andare via.,"Sì, si conveniva che li desse un grande avere perché lasciasse andare via.",
"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Un esempio noto a chiunque sia che si guardasse di fare e di pensare alla tradimensione, il servo, che gli aveva accusato, fu liberato, e fuggì con una grande quantità di moneta.",
che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,Che sarebbe per lui una cosa sconcia se l'avesse commesso in modo che la colpa del servo e il gastaggio di Platone fossero meritati in modo equo.,
"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","Le ragazze mostrarono la massima le loro forze, dandogli regalò la città in cui nacque; e a cui toccò tenerlo in dominio per molto tempo.",
l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,L'anima muta la sua forza per la propria dignità di quello corpo a cui essa si collega.,
"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","Sono due già non in una carne, ma in uno spirito, cioè Dio, e l'anima. Onde in altro luogo dice S. Paolo: Chi si accosta a Dio è uno spirito.",
"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","Pertanto, come disse Lucano, lo raccontamo. In quel momento, quando l'anima di Pompeo sentiva la chiare di lasciarlo, ella si ricordò prima di tutto.",
"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","Sicché dolore è sentirsi quando si usa l'arma e la fatica ricusano, con grande disonore come pecore essere.",
et nonn ebbe in fastido Cristo cotali parole d'udire.,Cristo non disse mai parole siffrate.,
"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La moltitudine di coloro i cui tu hai potuto vedere e riguardare lo studio, e poco dinanzi udere le voci, e le cui mani e lance appena puoi ritenere.",
"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","sentirsi la bellezza di nuove notizie e l'odore dei fiori più belli, come quando e quanto è conveniente.",
"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò nel giardino dietro il suo albergo, come se pensasse alla risposta.",
"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io desidero essere là dove non posso arrivare di corpo, con la mente vi volo.",
Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,E così di subito tutta questa turba degli uccelli si alzò in volo dietro all'aquila.,
Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,Vede anche le ragioni del volo degli uccelli e di tutte le cose che possono rendere vero giudizio.,
Or ecco quanto per la sua superbia questo uccello volava in alto.,Ecco quante superbia questo uccello volava in alto.,
"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","Gorgone, ho questa proprietà che mi muovo come un uccello attraverso l'aria.",
"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola si scrivono giurano a Dio, a Cristo e allo Spirito Santo.",
"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità, il ridicolo che, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo.",
"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molto di maggiore memoria saranno rivolte al re, perché nella nostra città sempre fu santo e glorioso il nome reale, e quando furono compagni, il loro nome fu santissimo.",
"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non voglio che siano insuperbili per lo scopo sacro, e voto della verginità vedendo le sue lode.",
"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scris un libro che aveva nome ""Agostino Della Città di Dio"".",
Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Gregorio. Mai hai udito che nessuno abbia maestro; ma il dono dello Spirito Santo non può essere limitato da alcuna legge.,
Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,I mercanti fiorentini passavano in nave per andare oltremare.,
"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai nel cavaliere i detti segni visti, non andarà a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi.",
"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","e, cosa che è più grave, ossia essere preso, o vero fuggire, e il Comune lasciare vincere.",
"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","Sapete davvero, che se non fossimo stati così veloci a fuggire, tutti sarebbero morti.",
"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","Tarco creteense, che aveva bisogno di aiuto, avrebbe potuto fuggire, ma la vergogna di lasciarsi fuggire i nobilissimi cavalieri della gente achea poco avanti di lui.",
"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","e l'accciamento di far grandi cose, cioè mantenere la pace e l'amore verso Ido e i prossimi, creare città, Castello e magioni.",
colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,Chi non sa amare il prossimo come sé stesso già comincia a temere i giudici di Dio.,
"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, poi che ha impaniate le ali, non fugge più salvamente, né il maiale selvatico esce bene dalle reti quando cade.",
"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","Ho aperto le porte, e quelli fuggirono. Quanta necessità c'è che il tuo cuore sia chiuso al tuo sposo Cristo?",
"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","Pertanto, visto che queste cose sono tali, Catellina, non puoi stare in questo luogo in modo sicuro, dubiti di dover fuggire ad un'altra terra e vivere la vita fuggendo dai nemici.",
"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contra la voglia del Senato dimorare nel loro tribunato, furono uccisi dalla plebe, incitandola i padri coscritti.",
"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, ai quali la difesa delle provincie e la ventura di tutta la battaglia spettavano.",
"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Dal monte dei Romani si crearono nuovi nemici; contro i quali è costretto come con diversa avventura: per questo, nella prima battaglia, essendo consolo Valerio, MMMD ne morì dei Romani.",
"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noi èsciati e partiti per debito della città, e tutti èsciati da fama e da una buona avventura.",
pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"Pregate i dei per me; i vostri preghieri hanno valore. E se voi domandate chi ha avuto la ventura di questa battaglia, non fui vinto da coloro.",
"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Una villa chiamata Vitermina, con ciò fosse cosa che più storie principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa.",
contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"contro di lui, contro le sue sorelle, contro il reame, contro l'alto pregio della sua genealogia e della sua famiglia.",
"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Quando il navagio si era impinto e messo in alto mare per andare di diritto attraverso questo traverso rischioso, l'aria divenne nuvolosa e pioveginosa.",
"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.",Salìo in su l'argine del fosso e su lo steccato. Se da alto si potevano difendere o in qualche altro modo passare oltre e scampare.,
"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","Ma l'occhio della intelligenza è più alto. Percepi che, passata la grandezza della università, quella medesima semplice forma vede nella sottil vista.",
"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se l'occhio è un membro nobile del corpo umano, la salutazione è una parte nobile della pistola, e l'illuminazione ne è pari alla luce del sole sull'uomo.",
"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.",I Tarantini erano nati di quei di Laconia e facevano parte delle nobili città dei Greci.,
"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Ulecois era un uomo ricco e nobile: Orgentore fu chiamato per nome.,
"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Tuttavia, quando nobile cose e alte sono abbate il nemico, non è meno lodevole sapere avere misericordia.",
"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","Alessandri, ciò è il genero e il figlio, da Phausonia, gentile giovane di Macedonia, trovandosi in un luogo stretto senza guardia, fu ucciso.",
"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alchuno è ricco e gentile, ma lamentarsi che vorrebbe avere un'altra moglie di quella che ha.",
"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, vedendo in figura il popolo Gentile, sì gli fu detto: uccidi, e mangia.",
"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","Pregollo chiese che lo liberasse da quella obbligazione, in cui egli l'aveva lasciato obbligato. Il gentile uomo assenti, e lo liberò, e fece la carta.",
"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Che cosa ci è di noi per l'Aquilone, se non il popolo Gentile congelato dalle frigorie del peccato, il quale tenne sotto il giogo della sua tirannia.",
"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","Sia tra me e te: non puoi più restare con noi, perché non lo sopporto e non lo lascerò.",
