Sentence,Translation,Score
"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","""Ma io desideroso vado là dove io non posso andare con il corpo, con la mente vi vado""",4
Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,"Ecco, subito dopo, la folla di uccelli si alzò in volo dietro all'aquila.",5
Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,Vedi anche le ragioni del volo degli uccelli e di tutte le cose sa rendere vero giudizio.,5
Or ecco quanto per la sua superbia questo uccello volava in alto.,Questo uccello volava in alto a causa della sua superbia.,4
"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Gorgone, e ho questa proprietà che io volo per l'aria così come un uccello.""",5
"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo.",3
"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità io mi ritiro, secondo il tuo comando, padre santo Agostino, le battaglie già combattute nel mondo.",4
"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molto di maggiore memoria saranno facendole al re, perciò che nella nostra cittade sempre fu santo e glorioso il nome reale, e sse furono compagni furono il loro nome santissimo;",3
"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi.",3
"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scrisse un libro che si intitolava ""Agostino della città di Dio"".",4
Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Gregorio. Non ho mai sentito dire che avesse un maestro; ma il dono dello Spirito Santo non può essere vincolato da una legge.,5
Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,I mercanti di Firenze navigavano in nave per andare oltremare.,4
"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","""Quando avrai nel cavaliere i detti segni visti non andare a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi.""",3
"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","""E, cosa che ancora è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.""",3
"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","Sapete veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.",3
"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","""Tarco cretense che in aiuto era alli nemici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui""",3
"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","""E l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni"" translates to ""And the arrangement to do great things, that is to keep peace and love God and the neighbor, to build cities, castles and houses"".",3
colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"Chi non conosce ancora l'amore per il prossimo, ha già iniziato a temere i giudizi di Dio.",5
"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, una volta che ha impiegato le ali, non fugge sicuramente, né il maiale selvatico esce bene dalle reti dove cade.",5
"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","""Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?""",3
"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","""E quindi, da che queste cose sono così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti.""",3
"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contrari alla voglia del senato dimorare nell'ufficio del tribunato, furono uccisi dalla plebe, incitandola dai padri coscritti.",4
"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, a cui è affidato il compito di proteggere le province e di guidare l'intera battaglia.",5
"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da' monti de' Romani si feciero nuovi nemici; contro i quali è conbattuto cum diversa ventura: perché nella prima battaglia, essendo consolo Valerio, MMMD ne morirono de' Romani.",3
"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","""Noi siamo partiti dalla città a causa di un debito, e tutti noi siamo partiti per la fama e per una fortuna buona.""",4
pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"""Pregate gli dei per me; e' vostri preghieri valgono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.""",3
"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Una villa chiamata Vitermina, con ciò fosse cosa che i principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa.",3
contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"Contro di lui e contro le sue sorelle, e contro il regno e contro l'alto onore della sua discendenza e della sua famiglia.",5
"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Allora che il navilio si è impinto e messo in alto mare per andare diritto per mezzo di questo passaggio pericoloso, l'aria divenne nuvolosa e pioveginosa.",4
"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.","""Salì sulla riva del fossato, sul palo di legno, se potessero difendersi da lassù o per qualche modo passare oltre e scappare.""",4
"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","""Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista""",3
"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se l'occhio è il membro nobile del corpo dell'uomo, allora la salutazione è la parte nobile della pistola, e così illumina tutta la lettera come l'occhio illumina l'uomo.",4
"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Tarentini, che erano nati da quelli di Sparta e fatti dalla loro nobile città greca.",4
"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.","Ulecois, aveva un uomo ricco e nobile; Orgentore era il suo nome.",4
"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","""Ma che, se una cosa nobile e alta è abbattuta dal nemico, non è meno lodevole conoscere avere misericordia""",3
"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","""Alexandri, questo è il genero e il figlio, da Phausonia, giovane nobile di Macedonia, trovato in un luogo stretto senza guardia, fu ucciso.""",4
"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alcuni sono ricchi e gentili, ma lamentano di voler avere un'altra moglie che quella che hanno.",5
"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, quando gli è stato mostrato in figura il popolo di Gentile, gli è stato detto: uccidi, e mangia.",4
"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","Il gentile uomo assentì, e liberollo, e fecene carta.",3
"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il popolo gentile congelato dal freddo del peccato, il quale popolo tenne sotto il giogo della sua tirannia",3
"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","""Sono tra me e te: con noi non puoi più a lungo restare, perché io non lo sopporterò e non lo lascerò.""",4
