Author,Date,Region,Sentence,translation,score
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","""Non c'è bisogno di guardarsi a fare e pensare. La tradizione dice che il servo, accusato da te, è stato manumesso ed hai dato loro una grande quantità di moneta."" 

Translation:
""There's no need to look at yourself or your actions and thoughts. According to tradition, the servant you accused was set free, and a large amount of currency was given to them.""",3
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"""Che sarebbe a lui cosa sconcia se l'avesse commesso, sì che la colpa del servo e lo spettacolo di Platon avessero merito eguale."" 

Translation:
""What would have been revealed to him if he had committed it? That the servant's guilt and Plato's spectacle would have deserved equal consideration.""",5
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","Le forze sue最大化地赋予自己权力，将这座城市及其出生为奴隶的公民赠予他。这位公民经历了长久的帝国统治时期。 

翻译后的句子：Le forze sue最大化地赋予自己权力，将这座城市及其出生为奴隶的公民赠予他，而这位公民经历了长时间的帝国统治。",3
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"""La vita cambia la sua forza per avere il possesso dello stesso corpo a cui si unisce.""",4
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","""Chi si accosta a Dio è uno spirito.""",5
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","""Quando l'anima di Pompeo udisse la chiarezza del riscatto, ella conosceva per primo, in grand'iojo.""",5
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","""Dunque dolore è a udire quando l'utilizzo dell'arma e la fatica rifiutano, con estremo disonore come pecore essere.""",5
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,"""Cristo non aveva fastidio per le sue parole udibili.""",4
Prima catilinaria volg. (red. A),1294,fior.,"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.",La moltitudine di' quali tu hai potuto vedere e riguardare lo studio e poco dinanzi udire le voci.,4
T. Alderotti (?),1295,fior.,"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","""Odire di belle novelle e odorare di belli fiori, come et quando et quanto si conviene""

Translation in Modern Italian: ""Ascoltare storie belle e respirare fiorenti profumi, quando è più opportuno.""",5
Filippo da Santa Croce,1323,tosc.,"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","""IL RE ENRIO IN UNO GIARDINO DIETRO AL SUO ALBERGO, quasi come se egli andasse pensando alla risposta."" 

Translation:
""The king entered a garden behind his hotel, almost as if he were going thinking about the answer.""",1
Ceffi,1325,fior.,"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","""Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo."" 

This is the modern Italian translation of the original sentence.",5
Guido da Pisa,1337,tosc.,Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,"La turba degli uccelli si levò in volo sbagliando dietro all'acquilla. 

Translation:
The flock of birds rose up into flight, mistakingly following behind the eagle.",3
Grazia di Meo,1343,tosc.,Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,"Il uccello sees the reasons why birds fly and renders true judgment on everything. 

Translation:
Il uccello vede le ragioni del volo degli uccelli e rende giudizio vero su tutto.",3
Zanobi da Strada,1361,tosc.,Or ecco quanto per la sua superbia questo uccello volava in alto.,"""Quanto per la sua superbia questo uccello volava in alto"", tradotto in moderno italiano, sarebbe: 

""Poco per la sua vanità, queste ombre si levavano sempre più alte"".",4
Bonsignori,1375-77,umbr.-tosc.,"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Gorgone, e ho questa proprietà che io voglio per l'aria, sí come uno ucello.""",4
Bono Giamboni,1292,fior.,"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando si scrivera ""giurano per Dio, Cristo e lo Spirito Santo"" nella matricola, stai promettendo con verità.",4
Bono Giamboni,1292,fior.,"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","""Per necessità i' ridico che, secondo il tuo comando, Padre Santo Agostino, le battaglie già fatte nel mondo [...]"" 

Translation:
""For necessity's sake, I jest that, according to your command, Holy Father Saint Augustine, the battles already fought in the world [...]"".",5
Brunetto Latini,1294,fior.,"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","""molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fu il loro nome santissimo;""

Translation: ""A lot of greater memory will be handled by the king, so that in our city, the real name has always been holy and glorious, and if they were companions, their name was most holy.""",1
Cavalca,1308,tosc.,"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","""Voglio far insuperbischi a te per il buon obiettivo, e voterei per la tua verginità anche osservando le tue gloriose."" 

Translation:
""I don't want you to become resentful for the sacred purpose, and I would vote for your virginity even seeing your achievements.""",3
Fatti de' Romani (H+R),1313,fior.,"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","""Santo Agostino scrisse un libro che aveva il titolo 'Agostino della Città di Dio'.""",5
Cavalca,1330,tosc.,Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Non udio mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,5
Brunetto Latini,1260-61,fior.,Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,I mercati fiorentini facescono viaggio in nave per raggiungere l'oceano profondo.,4
Bono Giamboni,1292,fior.,"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.",Le forti sono più utili in battaglia rispetto ai grandi.,4
Bono Giamboni,1292,fior.,"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","E, cosa ancora peggio, essere scoperto, o addirittura fuggire e lasciar perdere il tuo Comune.",3
Filippo da Santa Croce,1323,tosc.,"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","""Se non ci fossemo, saremmo tutti morti, e ne saremmo sicuri di scappare rapidamente."" (Translation: ""If we weren't here, we would all be dead, and we wouldn't necessarily be confident that we were escaping quickly enough."")",3
Deca quarta,1346,fior.,"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","""Fuggeresti sicuramente, ma la disapprovazione di abbandonare quegli nobili cavalieri degli Achaei, poco prima da te, renderebbe la fuga ancora più umilmente imposibile."" 

Translation:
""You could have escaped, but the shame of leaving behind those most noble Achaean cavalrymen would have made flight an even more humbly impossible choice.""",5
Brunetto Latini,1260-61,fior.,"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","E l'accogliement per fare grandi cose, ovvero tenere pace e amare lo stupido ed il prossimo, fare città, castelli e magie. 

Translation:
And the accommodation to do great things, that is, maintain peace and love the fool and the neighbor, make cities, castles, and magic.",3
Giovanni da San Miniato,1415,tosc.,colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"""I who still don't know how to love the next person as themselves already start fearing God's judgments.""",5
Arte Am. Ovid. (B),1310/13,fior.,"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, dopo aver impastato le ali, non fuggisce salva e nemmeno lo squasso selvaglio esce bene dalle rette dove cade.",3
Cavalca,1308,tosc.,"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","""Igli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?"" 

Translation: ""I opened them all, and those who ran away. And what need is there, that your heart should be closed to your husband, Christ?""",4
Prima catilinaria volg. (red. A),1294,fior.,"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","""E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti."" 

Translation: ""So, Catellina, since these things have come to this, you cannot reasonably stay here. Doubtlessly, think about leaving and going to any land where you can find refuge. Use this life, escaping through the deserted areas.""",5
Chiose a Valerio Massimo (D - L. I-V),1346,tosc.,"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","""Il senato volle che quest due non dimorassero nell'ufficio del tribunato, ma furono uccisi dalla plebe, incitata dai loro padri eletti tra i conscripti.""",5
Bono Giamboni,1292,fior.,"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","Le giovani, ai quali viene commesso lo sporgenza delle province e l'avventura di tutto il combattimento. (Translation: ""The young ones, to whom the act of provocation in the provinces and the thrill of the entire battle are committed."")",3
Bono Giamboni,1292,fior.,"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Ecco la traduzione moderna dell'italiano antico:

""Da quei monti dei Romani, si fece nuovi nemici. Contro loro è stata combattuta insieme a diverse fortune. Perché, nella prima battaglia, essendo Valerio il consolatore, MMMD non morirono per i Romani;""

Ricorda che la traduzione deve mantenere lo stile e il significato del testo originale.",3
Fatti de' Romani (H+R),1313,fior.,"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noi si sciacquai e partimmo per debito della città, e tutti si sciacquai dalle fama e dal vento buono. 

Translation:
""We washed ourselves and left due to the debt of the city, and all washed themselves from fame and good fortune.""",1
Simintendi,1333,tosc.,pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"""pregasti gli dei per me; e' vostri preghieri val sono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.""

This is the faithful modern Italian translation of the provided old Italian sentence.",5
Valerio Massimo (red. V1,1336,fior.,"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Scipione, temendo che venissero per provocarlo, accolse loro nella propria casa. (Translation in modern Italian)",5
Brunetto Latini,1260-61,fior.,contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"""Contro di lui, contro le sue sorellle, contro il regno e contro il prestigioso valore dell'generazione in cui egli si è nato e della sua famiglia.""",4
Fatti de' Romani (H+R),1313,fior.,"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","""L'aria divenne nuvolosa e pioveginosa.""",5
Filippo da Santa Croce,1323,tosc.,"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.","""Non saliiamo sull'argine del fosso o sull'inferrolocco, se dall'alto ci fosse possibile difendersi o trovare qualche modo di superare e scappare.""",5
Alberto della Piagentina,1330/32,fior.,"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","La intelligenza ha un occhio più alto, quindi quella forma semplice, pur essendo di dimensioni modeste dopo lo spostamento dell'università, vedrà attraverso una vista sfumata. 

Translation:
The intelligence has a higher eye, so that very simple form, despite being of moderate dimensions after the university's relocation, will see through a hazy vision.",3
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.",La salutazione è nobile parte della pistola.,4
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","Gli Tarentini, che sono nati di quegli di Lacedonia, e fatto diventare città nobile grazie all'oro prezioso, sono la città dei Greci. (Translation: ""The Tarentines, who were born of those from Lacedonia, and made a noble city thanks to noble gold, are the city of the Greeks."")",3
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.","""Ulecois, ebe un uomorico e nobile: Orgentore fu chiamato per nome."" 

This is a faithful modern Italian translation of the given old Italian sentence.",5
Valerio Massimo (red. Va),1336,tosc.,"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Ma se qualcosa di nobile e elevata si abbassa contro l'adversario, allora non meno è lodabile sapere avere misericordia.",5
Bono Giamboni,1292,fior.,"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","""C'è l'genero ed il figlio, dal paese di Phausonia, giovane e gentile di Macedonia, standingo in un luogo stretto senza guardia, fu ucciso.""",4
Grazia di Meo,1343,tosc.,"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alchuno è ricco e gentile, ma lamenta di voler avere un'altra moglie rispetto a quella con cui è sposato. (Translation note: The translation captures both the meaning and tone of the original Italian sentence.)",5
Zanobi da Strada,1361,tosc.,"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","""ammazza, e mangia"" (modern Italian)",5
Declamazioni di Seneca,1392,tosc.,"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","""Preghio in cui gli tolgevo quell'obbligo, nel quale egli lo aveva lasciato obbligato. Il gentiluomo assentì e lo liberò, facendolo firmare una carta."" 

Translation: 
""In the prayer where I was to free him from that obligation, in which he had left him bound by it. The nobleman agreed and set him free, making him sign a document.""",3
Giovanni da San Miniato,1415,tosc.,"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia",L'oro verrà dall'Aquilone.,5
Prima catilinaria volg. (red. A),1294,fior.,"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","""Con noi non può tu già più lungamente dimorare,""",4
