Author,Date,Region,Sentence,translation,score
Valerio Massimo (red. V1,1336,fior.,Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,"Andò nel campo de' Cartaginesi e tutta la legione trasse seco.

Translation:
I went into the field of the Carthaginians, and the entire army carried him away with them.",1
Zanobi da Strada,1361,tosc.,"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.","Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato. 

Translation: 
He didn't want to know him as an enemy. This is the one, through whom the prophet Nathan was given courage to reclaim with great authority that king, who had sinned.",5
Frontino volg.,1381,bologn.,"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","Le armi e insieme con loro passarono tra i nemici, quindi se qualcuno non avesse coraggio di questa cosa e purtroppo aveva questo spirito. 

Translation: Le armi e insieme con loro transitarono tra gli avversari, quindi se qualcuno non avesse il coraggio di questa cosa e puramente aveva questo animo.",3
Giovanni da San Miniato,1415,tosc.,Unde ragionevolemente Iob è interpretato dolente;,"""Dove ingiustamente IOB viene interpretato con dolore;""",3
Filippo da Santa Croce,1323,tosc.,"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","""Quello che sopra tutti gli altri perdonasse ai cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.""",5
Zanobi da Strada,1361,tosc.,"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","Invanamente si chiede chi questo libro ha scritto, ed è qualcosa che deve farsi credere fedelmente che l'autore di ciò fosse lo Spirito Santo. 

Translation: 
Infuriamente si chiede chi questo libro ha scritto, e c'è qualcosa da credere fedelmente: lo scrittore di ciò sarebbe lo Spirito Santo.",3
Agostino da Scarperia (?),1390,tosc.,"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","Se non fosse usatissima, questo sembrerebbe sicuramente molto più incredibile: certamente più agevolmente si può credere ciò, posto che l'umano spirito si ricolle al divino ed il mutabile si confronta con l'incommutabile.",3
Brunetto Latini,1260-61,fior.,che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,"Quelli che prendessero la paglia dal camarlingo per loro dispensa et immantenente, avrebbero dovuto camminare alla presenza di messer lo Papa per contraddire il passaggio dei cavalieri che venivano da Cecilia in Toscana.",4
Bonsignori,1375-77,umbr.-tosc.,"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","""Teseo guardò a Achelao con grande sorpresa, rimanendo muto e disse infine: 'Oh signor Achelao, chiedo gentilmente di rivelarmi come mai aveste perduto la vostra navata.'""",5
Giovanni da San Miniato,1415,tosc.,"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Spero in Gesù di mandarmi presto a voi, Timoteo, affinché io sia animato bene. 

Translation: ""I hope in Jesus to send me immediately to you, Timothy, so that I may be animated well.""",3
Brunetto Latini,1260-61,fior.,sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,"""Senza errore, il porcione selvatico avanzava, l'uomo di Udire e 'l lupo cereale del vedere."" 

Translation: ""Without mistake, the savage pig advanced, the man of Hearing and 'the wolf brain of sight.'""",1
Bono Giamboni,1292,fior.,uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,"Un luogo si mandano lancioni; la quale cosa i cavalieri l'appellano capo di porco. 

Translation: 
""A place is sent projectiles; and with which thing, knights call it 'pig's head'.""",5
Arte Am. Ovid. (B),1310/13,fior.,tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"Tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare. 

Translation: ""He sets up nets for catching them and knows well where the fierce pig with bristly hair resides.""",5
Rim. Am. Ovid. (B),1310/13,fior.,"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.

Translation: ""Now you will terrify the disarranged horns of various and diverse cow creatures with various fears, or the pig will squirm and stink on the ground it has passed, its tail pointing as a guide.""",1
Brunetto Latini,1260-61,fior.,"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Tratta la natura delle cose incorporali, le quali non conversano intra le corpora, come Dio e le divine cose.",5
Bono Giamboni,1292,fior.,"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per cui si dispensano et iudicano tutte le cose.

Translation:
God, for whom laws and judgments are dispensed and applied to all things.",5
Bonsignori,1375-77,umbr.-tosc.,"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","""Ovviamente, i poeti nel parlare del fiore, raccontano le loro virtù e fanno diventare le loro difetti una favola straordinaria quando qualcuno passava l'ordine al fiore rappresentante.""",3
Giovanni dalle Celle (?),1396,tosc.,"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","E quella cosa, la quale è diretta et onesta, e con virtute, quella sola penso essere lo bene. 

Translation: 
And that thing, which is direct and honest, and done with virtue, I alone think it to be good.",5
Fatti de' Romani (H+R),1313,fior.,"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive. 

Translation: 
When the snakes would ensnare anyone during the day, the Romans would marvel at witnessing how thePsille creatures fought poisonily, for they would dissolve everything in their saliva's intense flashes.",1
Chiose a Rim. Am. (B),1310-,fior.,"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Dice il poeta: oh, che Bella Cosa È Veder Apertamente Con gli Oci Quando Tu Glegli Fai Diretro O In Culo O In Altro. 

Translation:
The poet says: ""Oh, what a beautiful thing it is to see openly with your eyes when you glel make someone say backward or in the butt or elsewhere.""",1
Cavalca,1330,tosc.,"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","Ma pur questo fu colpa tua, ma che volesti cercare di vedere con gli occhi corporali la cosa invisibile. 

Translation: 
But still, this was your fault, but whatever you wanted, you tried to see with your bodily eyes the invisible thing.",4
Brunetto Latini,1260-61,fior.,"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","Il vero è, ma non tieni rispondo in questo tempo. Quindi, se tu sei il mio servo, oppure perché sia il tempo feriale, oppure perché non dobbio risponderti.",3
Fatti de' Romani (H+R),1313,fior.,sì convene che lli desse grande avere perché · lasciasse andare via.,"""Sì convene che li desse grande avere perché lasciasse andare via."" 

Translated to Modern Italian: 
""Si riconoscerebbe che gli accordi debbano dargli un gran potere, in modo che possa lasciarlo libero e andare via.""",3
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Notabile esempio a ciascuno che si guardasse di fare e di pensare tradizione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta.

Translation:
Notable example for each person who would look at themselves and their actions and thoughts. Tradition, the servant who had accused him, was freed, and a large amount of currency was given to him.",5
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"""Che sarebbe a lui cosa sconcia se l'avesse commesso sì che la colpa del servo e il gastigamento di Plato avessero meritato egualmente."" 

Translation:
""What would it be to him, something so base if he had committed it? Yet, the servant's blame and Plato's mocking would have deserved equal consideration.""",5
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","Mostro, massimamente le forze sue, dando lui regno a questa città nella quale nacque schiavo; al quale avvenne lungheggiormente il possesso dell'impero.",5
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"L'anima muta la sua forza per la proprietà di those corpi a cui essa si unisce. 

Translation: 
The soul changes its force for the ownership of those bodies to which it joins.",3
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito",""" sono due already non in una carne, ma in uno spirito, cioè Iddio, e l'anima. Onde in altro luogo dice S. Paolo: Chi s'accosta a Dio è uno spirito.""",1
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","""Per quantoLucano lo dice, noi vi raccontiamo. Vi là, quando l'anima di Pompeo ha udito la chiarezza delle lussure, ella si conobbe per primo in grandezza.""",3
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","""Dunque, il dolore si sente ad ascoltare, quando l'utilizzo dell'arma e della fatica vengono rifiutati, con grande onore disubito come se le pecore lo fossero"".",3
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,"E nonna non avevafastidio Cristo, così parlò con parole udibili.",3
Prima catilinaria volg. (red. A),1294,fior.,"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La moltitudine di cui tu hai potuto vedere e riguardare lo studio, poco dinanzi udire le voci e le cui mani e lance appena posso ritenere.",5
T. Alderotti (?),1295,fior.,"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","""Ogni volta che si sente raccontare storie belle e si嗅a l'aroma dei bei fiori, sia quando si è in grado di farlo, sia quanto conviene.""",3
Filippo da Santa Croce,1323,tosc.,"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò in uno giardino dietro al suo albergo, quasi come se andasse pensando alla risposta. 

Translation:
Il re entrò in un giardino dietro all'hotel suo, quasi come se andasse pensando la risposta.",1
Ceffi,1325,fior.,"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io disioso colà dov'io non posso col corpo andare, con la mente vi volo.

Translation: ""But I am impatient up there where I cannot go with my body, but only with my mind do I fly.""",5
Guido da Pisa,1337,tosc.,Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,"Ecco subito tutta questa turba di uccelli si levò in volo dietro all'aquila. 

Translation: 
Here is right away all this crowd of birds rising up in flight behind the eagle.",5
Grazia di Meo,1343,tosc.,Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,"""See also the reasons for the flight of birds and of all things, knowing how to render true judgment."" 

Translated sentence: ""Vedi anche le ragioni del volo degli uccelli e di tutte le cose sa rendere vero giudizio.""",5
Zanobi da Strada,1361,tosc.,Or ecco quanto per la sua superbia questo uccello volava in alto.,Ecco quanto per la sua superbia questo uccello volava in alto. (Translation: Here is how much for its pride this bird flew high.),5
Bonsignori,1375-77,umbr.-tosc.,"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Gorgone, e ho questa proprietà che io volo per l'aria, sí come uno ucello.""",5
Bono Giamboni,1292,fior.,"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo.

Translation: ""When in the register they write and swear by God, for Christ, and for the Holy Spirit,"".",5
Bono Giamboni,1292,fior.,"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità, ridico quanto segue, secondo il tuo comando, Padre Santissimo Agostino: le battaglie già fatte nel mondo [...]. 

Translation:
For necessity's sake, I jest that according to your command, Holy Father Saint Augustine, the battles already fought in the world [...].",5
Brunetto Latini,1294,fior.,"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molti di maggior memori saranno faccendole al re, quindi che nel nostro città sempre fu santo ed glorioso il nome reale, ed se furono compagni fu il loro nome santissimo.",3
Cavalca,1308,tosc.,"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non voglio che insuperbischi per lo santo proposito e voto della verginità vedendo le sue laudi.

Translation: ""I don't want you to become furious for the holy purpose and your vow of virginity when seeing your achievements.""",3
Fatti de' Romani (H+R),1313,fior.,"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","San Agostino scrisse un libro con il nome ""Agostino Dell'City di Dio"". 

Translation:
San Agostino wrote a book with the name ""Agostino of the City of God"".",5
Cavalca,1330,tosc.,Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,"Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge. 

Translation: 
Gregorio. You never heard that he had a master; but the gift of the Holy Spirit cannot be tied to the law.",5
Brunetto Latini,1260-61,fior.,Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,Mercatanti fiorentini passeggiavano in nave per raggiungere l'oceano estremo.,3
Bono Giamboni,1292,fior.,"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai nel cavaliere i detti segni veduti non andranno a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi. 

Translation:
Quando avrai nel cavaliere i detti segni veduti non andranno a grandezza cadendo, perché nelle battaglie sono più utili i forti che i grandi.",5
Bono Giamboni,1292,fior.,"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","""E, cosa che anche è più grave, cioè essere presi, o vero fuggire, e suo Comune lasciare vincere."" 

Translation: ""And, what is even more serious, which is being caught, or truly escaping, and leaving your commune defeated.""",5
Filippo da Santa Croce,1323,tosc.,"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","""Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti."" 

Translation: ""Understand truly that if we had not been there, we would have certainly rushed to escape, and all of us would be dead.""",5
Deca quarta,1346,fior.,"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","Tarco cretense che in aiuto era allinimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui

Translation:

 Tarco, a Cretan helper who was assisting the enemy, could have escaped, but the shame of abandoning those noble Achaean knights nearby would have been too great.",5
Brunetto Latini,1260-61,fior.,"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","E l'accoglienza è giunta per fare grandi cose, ovvero mantenere pace ed amare lo stesso idio e il prossimo, per creare città, castelli e magiche.",3
Giovanni da San Miniato,1415,tosc.,colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"""Colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudizi di Dio"" 

Translated sentence: 
""The one who still doesn't know how to love their neighbor as themselves already begins to fear God's judgments.""",5
Arte Am. Ovid. (B),1310/13,fior.,"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, poi che ha impaniate le ali, non fugge salvamente, né il porco selvaggio esce bene dalle reti dove cade. 

Translation in Modern Italian:
""Quando l'uccello, avendo impantato le ali, non fuggisce con sicurezza, nemmeno lo selvatico porco sorge bene dalle reti in cui cade.""",5
Cavalca,1308,tosc.,"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo? 

Translation:
I opened to him, and those who ran away. And what need is it that your heart, which is yours, should be closed to your spouse Christ?",5
Prima catilinaria volg. (red. A),1294,fior.,"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti.",1
Chiose a Valerio Massimo (D - L. I-V),1346,tosc.,"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contro la voglia del senato dimorare negli uffici del tribunato, furono uccisi dalla plebe, incoraggiata dai loro padri conscripti.",5
Bono Giamboni,1292,fior.,"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, ai quali viene commissionato il difesa delle province ed il successo dell'intera battaglia.",3
Bono Giamboni,1292,fior.,"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da' monti de' Romani si feciero nuovi nemici; contro i quali è conbactuto cum diversa ventura: percé nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani. 

Translated sentence: 
From the mountains of the Romans, new enemies were made; against whom he was bound with diverse fortune: because in the first battle, being Valerius a comfort, MMMD we would not die among the Romans.",1
Fatti de' Romani (H+R),1313,fior.,"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noiiscaciati edipartitiperdebitodelacittade, edtuttiiscaciatiadafamaedaventuraubbona. 

Translation: 
We were deceived and left the city in debt due to its obligations. And everyone was deceived by fame and good fortune.",1
Simintendi,1333,tosc.,pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"Pregeste i dei per me; sono gli vostri preghieri che valgono; e se chiederete a chi ha avuto la fortuna di questa battaglia, io non sono stato vinto dal colui.",5
Valerio Massimo (red. V1,1336,fior.,"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","""Un villaggio chiamato Vitermina, con questo speranza che i principi più savi di scherzi corressero per caso in those times to see it. Scipione, valutando che sarebbero venuti per forzarlo, accolse loro nella casa.""",3
Brunetto Latini,1260-61,fior.,contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"Contro di lui, contro le sue sorelle, contro il regno e contro il alto prestigio di generazioni e famiglie come la sua. 

Translation: 
Against him, against his sisters, against the kingdom and against the high prestige of generations and families like his.",3
Fatti de' Romani (H+R),1313,fior.,"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Quando il naviglio partiva con forza e elevato sul mare, per seguire直线上方 attraverso questa pericolosa transizione, l'aria diventava nuvolosa e piovigina.",3
Filippo da Santa Croce,1323,tosc.,"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.",Non salivo su sopra l'argine del fosso e sopra il tetto se da alta potesse esserci difesa oppure per qualcosa di similepassare oltre e scappare.,3
Alberto della Piagentina,1330/32,fior.,"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","Ma l'occhio dell'intelligenza è più alto. Pertanto, che, superata la grandezza dell'università, proprio quella forma semplice vede nella flessiva vista sottile. 

Translation:
But the eye of intelligence is higher. Therefore, that, beyond the magnitude of the university, even that same simple form sees in the subtle vision.",3
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","E se l'occhio è nobile membro del corpo dell'uomo, dunque la salutazione è nobile parte della pistola. Inoltre, l'illuminazione copre tutto il testo come l'occhio attiva l'uomo. 

Translation: 
And if the eye is noble, a member of the human body, then the greeting is a noble part of the pistol. Furthermore, the illumination covers the entire letter like the eye lights up the human being.",3
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Targari, cui nascerebbe dai Lacedonii e fatto brillare dal nobile fiore, sarebbero diventate la nobile città dei Greci.",5
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.","Ulecois, è un uomo ricco e nobile: Orgentore fu chiamato per nome. 

Translation: 
Ulecois, he is a rich and noble man: Orgentore was called by name.",3
