Author,Date,Region,Sentence,translation,score
Filippo da Santa Croce,1323,tosc.,"Marco Cornelio ch'era de' dieci compagni, studiosamente  si riservò di parlare all'ultimo.","Marco Cornelio, uno dei dodici compagni, decise con serietà di保留到最后才发言。 

Translation:
Marco Cornelio, one of the ten companions, deliberately reserved his speech until the very end.",5
Cavalca,1330,tosc.,cose ch'io sapeva che erano fatte in Italia.,"Cose che io sapevo erano fatte in Italia. 

Translation:
Things I knew were made in Italy.",5
Valerio Massimo (red. V1,1336,fior.,Corbio nipote d' Ortensio menò sua vita più bassa e più viziosa,"Il nipote di Ortensio, Corbio, guida una vita più profunda ed esplicitamente ambiziosa. 

Translation:
The descendant of Ortensio, Corbio, led a lower and morevious life.",3
Brunetto Latini,1260-61,fior.,"Altressì uno amante chiamando merzé alla sua donna dice parole e ragioni molte, et ella si difende in suo dire.","Quindi un amante, chiamandola ""merzè"", spiega a sua donna molte parole e argomenti. E lei的回答充满了自我辩护。 

Translation: 
So an lover, calling her ""merzè"", expresses to his woman numerous words and reasons. And she defends herself with a self-referential response.",1
Arte Am. Ovid. (B),1310/13,fior.,"Io mi ricordo (ch. 347) che essendo adirato scapigliai la mia donna. Ohi, quanti dì questa ira mi tolse!","Ricordo con dolore che quella furia mi fece perdere tanti giorni."" 

Translation:
""I remember with sorrow how that anger caused me to lose so many days.""",4
Rim. Am. Ovid. (B),1310/13,fior.,colui del quale tu tti solevi dolere ch' era amante della tua donna;,"Il cui dolore ti sollevavi, perché era l'amante di tua moglie. 

Translation: 
The one whose pain you alleviated was his lover, who was your wife's affair.",3
Fatti de' Romani (H+R),1313,fior.,"Ma no sapeano già le nomora di coloro dela congiurazione, ché la donna no nominava già li nomi.","Ma non sapevano già i nomi dei loro collaboratori della congiura, poiché le donne non avevano ancora l'habito di nomare i propri nomi. (Translation in modern Italian)",4
Ceffi,1325,fior.,"Creti?  Certo quand'elli si mosse, elli ti dixe: ""O fedele mia donna, fa' che in mio luogo ti sia racomandato il nostro hoste troiano"".","""Certo quando gli Creti si mossero, loro ti dissero: 'O fedele mia donna, fai che in mio luogo ti sia raccomandato il nostro ospite troiano'.""",5
Valerio Massimo (red. V1,1336,fior.,"A Milano fue ripressa la malvagità d' una donna in simile bugìa, nel tempo medesimo di questo signore della republica, in questo modo: ","A Milano fu ripressa la malvagità d'una donna in simile bugìa, nel tempo medesimo di questo signore della republica, in questo modo: 

(Translation: In Milan, this wickedness of a woman in such a deceitful lie was repressed at the same time by this lord of the republic, in this way.)",5
Filippo da Santa Croce,1323,tosc.,"E lamentavansi dell'iniquità d'Appio, e ripiagnevano la malavventurata beltà della pulcella e la necessità del padre.","E lamentavansi dell'iniquità d'Appio, e ripiangevano la malavventurata beltà della pulcella e la necessità del padre. 

Translation: 
And they would complain about Appius' injustice, and they would mourn the unfortunate beauty of the maid and the necessity of the father.",5
Brunetto Latini,1294,fior.,"Nella quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolfi che non solamente la pace era schifata,","""Nella quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolfi che non solamente la pace era schifata,""

Translation:
""During which battle, I always had the courage to speak of peace and I often found comfort in thinking that not only peace was abhorrent,""",5
Bart. da San Concordio,1313,tosc.,"la seconda suole talora per la grande provedenzia fare timoroso, e la prima per l'ardire rendere altrui matto.","La seconda suole talora per la grande provedenzia fare timoroso, e la prima per l'ardire rendere altrui matto. (Translation: Sometimes for the great purpose, the second sole can make one fearful, and for bravery, the first sole can render others senseless.)",3
Valerio Massimo (red. V1,1336,fior.,Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,"Andai nel campi dei Cartaginesi ed tutta l'legione fece seguito. 

Translation: 
I went into the fields of the Carthaginians, and the entire army followed behind.",3
Zanobi da Strada,1361,tosc.,"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.","Non lo volle cognoscere per nimico. 

Translation: 
He didn't want to recognize him as an enemy. 

Note: The original text has a more poetic and less direct style than modern Italian, which is generally clearer and more straightforward. This translation aims to capture the essence of the original while adapting it to modern Italian.",4
Frontino volg.,1381,bologn.,"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","Le armi e con loro passegnano tra i nemici, pertanto se qualcuno non avesse l'audacia di questo e così avessero questo spirito. 

Translation: ""The weapons and with them walked between the enemies, so if anyone didn't have the courage of this and had this mindset instead.""",4
Giovanni da San Miniato,1415,tosc.,Unde ragionevolemente Iob è interpretato dolente;,"E where, despite its evident reasonableness, Job is often interpreted with pain.",3
Filippo da Santa Croce,1323,tosc.,"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","""Quello che sopra tutti gli altri perdonasse ai cittadini ed a cui più sicuramente poteste credere; poi che egli fu vostro comandatore."" 

Translation in modern Italian:
""Quel individuo che superasse ogni altro perdono verso i cittadini, e a chi si possa fidare con maggiore sicurezza; poi, quando egli divenne il vostra comandante.""",3
Zanobi da Strada,1361,tosc.,"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","Si chiede in vano chi questo libro ha scritto, rendendo necessario riconoscere fidelmente che l'auttore di ciò fosse lo Spirito Santo. (Translation)",4
Agostino da Scarperia (?),1390,tosc.,"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","Se non fosse usatissima, questo sembrerebbe sicuramente molto più incredibile: certamente sarebbe più facile credere a ciò, sebbene l'umano spirito si ristriga al divino ed il mutabile all'incommutabile.",4
Brunetto Latini,1260-61,fior.,che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,"""Si comportassero prendendo la paglia dal camarlingo per loro disposizione e permanenza, sarebbero tenuti alla presenza di Sire Papa per contrastare il passaggio degli cavalieri provenienti da Cecilia in Toscana.""",5
Bonsignori,1375-77,umbr.-tosc.,"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","""Teseo guardò Achelao con grande sorpresa, e disse: 'Oh signor Achelao, pregio vi chieda come mai avete perso '""",3
Giovanni da San Miniato,1415,tosc.,"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Spero in Gesù che mi mandi immediatamente a voi, Timoteo, per farmi sentire animato bene. 

Translation:
""I hope in Jesus to send me immediately to you, Timothy, so that I may feel good-hearted.""",3
Brunetto Latini,1260-61,fior.,sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,"Il porco selvatico, l'uomo di udite e il lupo cervello del vedere avanzano insieme. 

Translation: The wild pig, the listener's man, and the wolf, whose brain sees, move together.",3
Bono Giamboni,1292,fior.,uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,"Un luogo dove si lanciano oggetti, questi cavaliere lo chiamavano ""Capo di porco"" per indicare quella parte del地点. 

Translation:
In a place where projectiles are launched, knights referred to that spot as ""Capo di porco,"" using it metaphorically to denote that specific area.",5
Arte Am. Ovid. (B),1310/13,fior.,tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"Tenda le reti per cercare con cura dove vive il furoreso porco cinghiare. 

Translation: 
She sets up nets to probe carefully where the fierce pig, the boar, resides.",5
Rim. Am. Ovid. (B),1310/13,fior.,"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora spaventerai gli animali spaventati dai diversi pericoli, come il cervello di un cervo torvulo con diverse paure, o il porco insieme al suo comportamento strano, cenghiando e caggia in terra, passando col collo spiedo.",3
Brunetto Latini,1260-61,fior.,"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Le cui naturele è di cose incorporali che non parlano tra loro all'interno delle loro corporazioni, come Dio ed le creature divine. 

Translation: 
The nature of these things is of incorporeal substances that do not converse among themselves within their bodies, like God and divine creatures.",3
Bono Giamboni,1292,fior.,"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per cui si dispone e giudica tutto. (Modern Italian)",5
Bonsignori,1375-77,umbr.-tosc.,"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","Quando qualcuno passava il compito all'oro deputato, i poeti nel parlare di quel fiore narravano le proprie virtù e fabolosamente descrissero i propri difetti.",3
Giovanni dalle Celle (?),1396,tosc.,"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.",La sola pensata che considero buio è quella direttamente onesta ed virtuosa.,3
Fatti de' Romani (H+R),1313,fior.,"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando i serpenti insinuavano terrori durante il giorno, i Romani venivano a sorprezzarli per vedere come quegli Psille, essendo letali con la loro saliva, combattevano l'uno con l'altro, distruggendosi e trasformando inizialmente tutto ciò che incontravano nella loro bava feroce.",5
Chiose a Rim. Am. (B),1310-,fior.,"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Oh, che bella cosa è vedere apertamente con gli occhi quando tuglel fai diretro o inculo o in altro. (Translation: Oh, how beautiful it is to see openly with your eyes when you make yourself say backward or into the butt or elsewhere.)",3
Cavalca,1330,tosc.,"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","""Ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.""

Translation:

""But still, this was your fault. Nonetheless, you wanted to try and see with your physical eyes the invisible thing.""",5
Brunetto Latini,1260-61,fior.,"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","""Veramente sei mio servo, ma in questo momento non posso rispondere.""",5
Fatti de' Romani (H+R),1313,fior.,sì convene che lli desse grande avere perché · lasciasse andare via.,"E' conveniente che li doni grande potere, affinché possano andare via senza ostacoli. (Translation: It's advisable to grant them significant authority so they can leave freely without hindrances.)",5
Filippo da Santa Croce,1323,tosc.,"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Il servo, cui erano stati accusati, fu riscattato ed ottenne una grande quantità di moneta.",5
Valerio Massimo (red. Va),1336,tosc.,che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"""Se lui avesse commesso quella cosa sconcia, la colpa sarebbe stata del servo, al pari dell'espulsione di Platone. In ogni caso, entrambe le azioni sarebbero stati giustificate egualmente."" 

Traslation: ""If he had committed that unspeakable act, the guilt would have belonged to the servant, just like Plato's expulsion. Either way, both actions would merit equal justification.""",3
Valerio Massimo (red. V1,1336,fior.,"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","Le forze sue最大化，将自己的权力给予了这座他曾为奴的城市；经过长时间的帝国统治，他终于实现了这一伟大的转变。 

Translated Sentence:
Giustamente massimizza le proprie forze per concedere il potere a questa città in cui è nato come schiavo; così, dopo lunghe e straordinarie gesta dell'Impero, egli raggiunge finalmente quel grande passo.",5
Brunetto Latini,1260-61,fior.,l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"L'anima trasforma la sua forza per possedere ciò che那个身体属于, ed essa si unisce a esso.",3
Cavalca,1308,tosc.,"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","Sono due già non in una carne, ma in uno spirito, quindi Dio e l'anima. E dunque, come afferma San Paolo in un'altra circostanza, chi si avvicina a Dio diventa uno spirito.",4
Fatti de' Romani (H+R),1313,fior.,"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","Ella sì cognobea first in grande, quando l'anima di Pompeo ha udito la chiarezza del lasusso. (Translation: And so, when the soul of Pompey heard the clarity of the respite, she acknowledged it for the first time in great.)",3
Bono Giamboni,1292,fior.,"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","Pertanto, il dolore si sente quando l'uso dell'arma e la fatica rifiutano, con uno grande disonore come le pecore.",4
Bono Giamboni,1292,fior.,et nonn ebbe in fastido Cristo cotali parole d'udire.,"Non avevafastidio Cristo, o le sue parole udibili. 

Translation:
He didn't have any aversion to Christ or his audible words.",3
Prima catilinaria volg. (red. A),1294,fior.,"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","""La moltitudine di' quali tu hai potuto vedere e riguardare lo studio, poco dinanzi udire le voci, e le cui mani e lance appena posso ritenere."" 

Translation:
""The multitude of whom you have been able to observe and study, hearing little beside their voices, and only barely being able to recall the touch of their hands or the sway of their lances.""",5
T. Alderotti (?),1295,fior.,"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","Ascoltare delle bellissime storie e assaggiare di bei fiori, come et quando et quanto convenga. 

Translation: 
""Listening to beautiful stories and smelling lovely flowers, whenever and how much suits, as it should be.""",4
Filippo da Santa Croce,1323,tosc.,"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta. (Translation: The king entered a garden behind his hotel, almost as if he were going to think about the answer.)",5
Ceffi,1325,fior.,"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io disio colà dove io non posso col corpo andare, con la mente vi volo.

Translation:
But I long there, where I cannot go with my body, yet my mind flies to you.",5
Guido da Pisa,1337,tosc.,Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,"Ed ecco immediatamente tutti quegli spettacoli di鸟类群体，他们嗖的一声紧随鹫后飞了起来。 

Translation:
And here's right away all this crowd of bird species, rising up in flight behind the eagle.",3
Grazia di Meo,1343,tosc.,Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,"""Rende giustizia rendendo veri i motivi delle azioni degli uccelli e di tutte le cose."" 

Translation:
""It renders justice by rendering true the reasons behind the flight of birds and all things, able to judge them.""",3
Zanobi da Strada,1361,tosc.,Or ecco quanto per la sua superbia questo uccello volava in alto.,"Ecco quanto per la sua arroganza, questo uccello poteva volare altissimo.",5
Bonsignori,1375-77,umbr.-tosc.,"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","""Ho la proprietà di Gorgone e voglio volare sull'aria, come un uccello."" 

Translation:
""I possess the property of Gorgone and I desire to fly through the air, just like a bird.""",5
Bono Giamboni,1292,fior.,"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando si scriverà la giura nella scuola, si profezerà di jurare per Dio, Cristo e per lo Spirito Santo. (Translation: When writing a sworn declaration in school, one must swear by God, Christ, and the Holy Spirit.)",3
Bono Giamboni,1292,fior.,"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","per necessità ridico che, secondo il tuo comando, santissimoPadre Agostino, le battaglie già fatte nel mondo abbiano avuto valore e significato.",4
Brunetto Latini,1294,fior.,"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Le loro memori più grandi sarebbero state commissionate al re, quindi il nome reale sempre fu santo ed onoroso nella nostra città. Se furono anche i loro compagni, il loro nome era Santissimo.",3
Cavalca,1308,tosc.,"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi","Non voglio che ti insuperbi per il solo proposito santo di votare per la verginità mentre osservi le tue lodi. 

Translation:
I don't want you to get overly proud for the holy purpose of voting for virginity, while seeing your own praises.",4
Fatti de' Romani (H+R),1313,fior.,"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scrisse un libro con il titolo ""Agostino Della Città di Dio"". 

Translation: Saint Augustine wrote a book with the title ""Agostino Della Città di Dio"".",5
Cavalca,1330,tosc.,Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,"Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge. 

Translation:
Gregorio. You have never heard that he had a master; but the gift of the Holy Spirit cannot be tied to law.",5
Brunetto Latini,1260-61,fior.,Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,"I mercantili fiorentini utilizzavano navi per spostarsi all'estero. (Translation: ""Florentine merchants sailed on ships to go beyond the seas."")",5
Bono Giamboni,1292,fior.,"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai trovato nei cavalli quei segni visibili ma non espandendosi in dimensione, scompariranno perché più efficaci sono nella battaglia gli stercari piuttosto che i giganti.",3
Bono Giamboni,1292,fior.,"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","E, cosa che anche è più grave, cioè essere presi, o vero fuggire, e suo Comune lasciare vincere. 

Translation: 
And, what is even more serious, it means to be caught, or truly flee, and let your community lose.",5
Filippo da Santa Croce,1323,tosc.,"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","""Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti."" 

Translation: 
""Really understand that if we weren't there, we would have rushed to escape, and all of us would be dead.""",1
Deca quarta,1346,fior.,"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","Tarco cretense, se avesse potuto fuggire in aiuto agli alleati nemici, non avrebbe sofferto la vergogna di abbandonare quei cavalieri nobili dell'popolo achemano che lo circondavano poco prima.",5
Brunetto Latini,1260-61,fior.,"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","E l'accogliimento per fare grandi cose, ovvero mantenere pace ed amare l'Idio ed il prossimo, per far_city_s_, castelli e meraviglie. 

Translation: And the acceptance to do great things, which means maintaining peace and loving the Idiots and the near ones, for making cities, castles, and wonders.

(One sentence provided)",3
Giovanni da San Miniato,1415,tosc.,colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"Quello che ancora non sa amare l'altro come se stesso, già iniziando, comincia a temere i giudizi di Dio. 

Translation:
That person who still doesn't know how to love others as they love themselves is already beginning to fear the judgments of God.",5
Arte Am. Ovid. (B),1310/13,fior.,"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, quando ha le ali impanate, non scappa salva né il selvaggio porco esce bene dai retti in cui cade. 

Translation:
The bird, once its wings are impaled, does not safely fly away nor does the wild pig come out well from the nets where it falls.",5
Cavalca,1308,tosc.,"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","Io gli apersi, e quelli fuggritte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo? 

Translation:
I opened to him, and those who fled. And what need is there that your heart should be closed to your husband Christ?",5
Prima catilinaria volg. (red. A),1294,fior.,"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","E allora, visto come sono queste cose, Catellina, non puoi buonamente vivere qui. Ti sorgi di considerare l'idea di partire e cercare un luogo in qualche terra, utilizzando questa vita come una fuga attraverso i deserti desolate.",4
Chiose a Valerio Massimo (D - L. I-V),1346,tosc.,"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, desiderando restare in ufficio del tribunato contro la volontà del senato, sono stati morti dalla plebe, incitata dai loro genitori iscritti al consiglio.",3
Bono Giamboni,1292,fior.,"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, ai quali viene affidato il compito di difendere le province e l'esperienza dell'intera battaglia, sono destinati a questo onore.",5
Bono Giamboni,1292,fior.,"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da' monti de' Romani si feciero nuovi nemici; contro i quali è conbactuto cum diversa ventura: percé nela primaia battaglia, essendo consolo Valerio, MMMD ne morirono de' Romani. 

Translation:
From the mountains of the Romans, new enemies were made; they were met with various fortune and destiny: precisely in the initial battle, being consolingly Valerius, MMMD did not perish among the Romans.",1
Fatti de' Romani (H+R),1313,fior.,"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","Noiiscaciati ed dipartiti per debito della cittade, e tuttiiscaciati da fama e da ventura buona. 

Translation: 
We, weary and separated by debt from the city, and all of us wearied by fame and good fortune.",1
Simintendi,1333,tosc.,pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,Non fui vinto da colui che ebbe ventura di questa battaglia.,5
Valerio Massimo (red. V1,1336,fior.,"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Scipione, stimando che venissero per isforzarlo, allogò ne la casa. 

Translation:
Scipione, guessing that they would come to challenge him, welcomed them into his house.",5
Brunetto Latini,1260-61,fior.,contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"Contro di lui, contro le sue sorelle, contro il regno e contro il grande onore della loro generazione e della loro famiglia. 

Translation:
Against him and against his sisters, against the kingdom and against the high prestige of their generation and their family.",5
Fatti de' Romani (H+R),1313,fior.,"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Quando il naviglio, spinta e sollevato nell'Oceano per seguire直线路线 attraverso questo pericoloso passaggio, l'aria diventò nuvolosa e iniziò a piovare.",3
Filippo da Santa Croce,1323,tosc.,"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.","Non salii mai sull'argine del fosso o sullo steccato, se potevano proteggersi da altezze oppure trovare qualcuna forma per superare l'ostacolo e scappare.",3
Alberto della Piagentina,1330/32,fior.,"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","Ma lo sguardo dell'intelligenza è più elevato. Per questo motivo, quando la grandezza della università passa, quella stessa semplice forma vede nella f溜烟_view.",2
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","E se l'occhio è nobile membro del corpo dell'uomo, dunque la salutazione è nobile parte della pistola, c'è anche allumina tutta la lettera come l'occhio allumina l'uomo. (Translation in modern Italian)",3
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Tarentini, che sono nati di coloro dell'Lacedmonia e fatti ritornare dalla nobile走过芳香的希腊城邦。 

Translated sentence: ""I Tarentini, who are born of those from Sparta and made citizens again by the noble fragrant passage of the Greek cities.""",1
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Orgentore fu chiamato per nome.,5
Valerio Massimo (red. Va),1336,tosc.,"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Ma se una cosa nobila e elevata si abbatta dal nemico, non meno vale sapere avere misericordia.",5
Bono Giamboni,1292,fior.,"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentileiovane di Macedonia, stando in uno luogo strecto sansa guardia, fu morto. 

Translation: 
Alexandria, this is the gender and the child, from Phausonia, a gentle young man of Macedonia, standing in a straight open place without guard, was killed.",1
