Sentence,Translation,Score
"E lamentavansi dell'iniquità d'Appio, e ripiagnevano la malavventurata beltà della pulcella e la necessità del padre.","E lamentavansi dell'iniquità d'Appio, e ripiagnevano la malavventurata bellezza della ragazza e la necessità del padre.",5
"Nella quale battaglia, certo io ebbi sempre ardire di ragionare di pace e sempre mi dolfi che non solamente la pace era schifata,","Nella quale battaglia, certo io avevo sempre coraggio di parlare di pace e sempre mi dispiaceva che non solo la pace fosse stata offesa,",4
"la seconda suole talora per la grande provedenzia fare timoroso, e la prima per l'ardire rendere altrui matto.","La seconda è spesso temuta a causa della grande provvidenza, mentre la prima fa diventare folle gli altri.",5
Andò nel campo de' Cartaginesi e tutta la legione trasse seco.,Andò nel campo dei Cartaginesi e portò con sé l'intera legione.,5
"Non lo volle cognoscere per nimico. Qesta è quella, la quale diede ardire al profeta Natan a riprendere con grande autoritade quello re, il quale avea peccato.","Non volle riconoscerlo come nemico. Questa è la stessa persona che diede coraggio al profeta Natan per riprendere con grande autorità quel re, il quale aveva peccato.",5
"l'armi et insieme con loro passaseno tra li nimici, perçò se alcuno non avesse ardire de questo et sì avevano questo animo.","L'armi e insieme con loro passano tra i nemici, perciò se nessuno avesse il coraggio di farlo e avessero questo spirito.",3
Unde ragionevolemente Iob è interpretato dolente;,"Unde ragionevolmente, Job è interpretato come sofferente;",5
"quello che sopra tutti gli altri perdonasse a' cittadini, e a cui più sicuramente possiate credere; poi ch'egli fu vostro comandatore.","""Quello che sopra tutti gli altri perdonasse ai cittadini, e a cui più sicuramente potete credere; poi che fu il vostro comandante.""",5
"in vano si domanda chi questo Libro scrivesse, con ciò sia cosa che fedelmente si debba credere che l'Auttore di quello fusse lo Spirito santo.","In vano si chiede chi abbia scritto questo libro, con ciò sia cosa che fedelmente si debba credere che l'autore di esso fosse lo Spirito Santo.",5
"se non fosse usatissima, ciò parrebbe certo molto più incredibile: certo più agevolmente si può credere quello, posto che l'umano spirito al divino, ed il mutabile allo incommutabile","Se non fosse usatissima, ciò parrebbe certamente molto più incredibile; certo più agevolmente si può credere quello, posto che lo spirito umano al divino e il mutabile all'incommutabile.",4
che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenzia di messer lo papa per contradiare il passamento de' cavalieri che veniano di Cecilia in Toscana,"""che prendessero la paga dal camarlingo per loro dispensa et immantenente andassero alla presenza di messer lo papa per contradiare il passaggio dei cavalieri che venivano da Cecilia in Toscana""",3
"Teseo reguardò Achelao fortemente meravigliandose e disse così: ""O messer Achelao, io vi prego che voi me diciate in che modo voi perdeste","Teseo guardò Achelao con grande meraviglia e disse così: ""O messer Achelao, mi prego di raccontarmi come avete perso"".",4
"Io spero in messer Iesù di mandare tosto a voi Timoteo, acciocché io sia d'animo buono","Spero che il Signore Gesù ti invii presto, così posso essere di buon umore.",3
sanza fallo lo porco salvatico avanza l' uomo d' udire e 'l lupo cerviere del vedere,Il maiale selvaggio si avvicina all'uomo per ascoltare e il lupo cerviere per vedere.,4
uno luogo si mandano lancioni;  la quale cosa i cavalieri l' appellano capo di porco,Uno luogo si mandano lancioni; la quale cosa i cavalieri l' appellano capo di porco,2
tenda le reti a li cerbi e sa bene in quali valle dimori il furioso porco cinghiare.,"""Tenda le reti ai cervi, e sa bene dove risiede il furioso maiale per legarlo.""",3
"Ora spaventerai li disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.","Ora spaventerai i disidirosi cervi con varie e diverse paure, o lo porco cenghiare caggia in terra passato collo spiedo.",2
"tratta la natura delle cose incorporali le quali non conversano intra lle corpora, sì come Dio e le divine cose.","Le cose incorporee, che non possono interagire con i corpi, come Dio e le cose divine.",4
"Dio, per la quale si dispensano et iudicano tutte le cose.","Dio, per la quale si dispensano e giudicano tutte le cose.",5
"Unde gli poeti, parlando de lloro, dicono le virtute loro e dicono fabolosamente gli loro difetti, quando alcuna passava l'ordine a lloro deputato","I poeti, parlando di se stessi, dicono le loro virtù e dicono fabolosamente i loro difetti, quando qualcuno passava l'ordine a loro assegnato.",4
"e quella cosa, la quale è diricta et onesta, e con virtute, quella sola penso essere lo bene.","""E quella cosa, che è diretta e onesta, e con virtù, quella sola penso essere il bene.""",5
"Quando li serpenti invellenava di giorno alcuno Romano, allora iera la maraviglia a vedere come li Psille si combattevano al veleno, ché elli imolavano tutto inazzi della loro salive","Quando i serpenti avvolgevano qualcuno romano durante il giorno, allora era meraviglia vedere come si combattevano contro il veleno, perché imolavano tutto prima della loro saliva.",3
"Dice il poeta: oh, che bella cosa è vedere apertamente con gli occhi quando tu glel fai diretro o in culo o in altro","Il poeta dice: Oh, quanto bello è vedere apertamente con gli occhi quando lo dici tu di fronte o dietro o in altro",3
"ma pur questo fu colpa tua, però che volesti cercare di vedere con gli occhi corporali la cosa invisibile.","""Ma pur questa fu colpa tua, perché volevi provare a vedere con gli occhi corporei la cosa invisibile.""",5
"Vero è, ma non tine rispondo in questo tempo, perciò che ttu se' mio servo, o perciò ch' è tempo feriato, o perciò ch' io non debbo risponderti","""Vero è, ma non ti rispondo in questo tempo, perché sei mio servo, o perché è tempo feriato, o perché io non devo risponderti.""",5
sì convene che lli desse grande avere perché · lasciasse andare via.,"Sì, è d'accordo che gli si debba un grande dono perché ha lasciato andare via.",4
"notabile esemplo a ciascuno che si guardasse di fare e di pensar tradigione, il servo, il quale gli avea accusati, fu francato, e fugli donata grande quantità di moneta","Un esempio notevole per chi si guardasse di fare e pensare tradizione, il servo, che gli aveva accusato, fu liberato, e gli furono date grandi quantità di moneta.",4
che sarebbe a llui cosa sconcia se ll'avesse commesso sì che lla colpa del servo e 'l gastigamento di Platone avesse meritato egualmente.,"Se avesse commesso quello, sarebbe stato un atto sciocco per lui, e la colpa del servo e il castigo di Platone avrebbero meritato entrambi.",4
"mostroe massimamente le forze sue, dando lui re a questa cittade ne la quale nacque servo; al quale avvenne lunghissimamente lo imperio tenere","""Mostro massimamente le sue forze, dando lui re a questa città dove nacque servo; al quale avvenne lunghissimamente lo imperio tenere.""",2
l' anima muta la sua forza per la propietade di quello corpo a cui ella si congiunge.,"L'anima, priva di voce, esprime la sua forza attraverso il corpo a cui si unisce.",3
"sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito","sono due già non in una carne, ma in uno spirito, cioè Iddio, e l' anima. Onde in altro luogo dice S. Paolo: Chi s' accosta a Dio è uno spirito",2
"per tanto che Lucano il disse, il vi racontiamo. Ivi, quando l'anima di Pompeo ebe sentito la chiarità di lasusso, ella sì cognobe prima in  grande","Lucano disse che il vi raccontiamo. Lì, quando l'anima di Pompeo ebbe sentito la chiarità di lasusso, ella sì cognobe prima in grande",2
"Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere","Sicchè dolore è a udire, quando l' usare l' arme e la fatica ricusano, con grandissimo disonore come pecore essere",2
et nonn ebbe in fastido Cristo cotali parole d'udire.,"""E non ebbe in fastidio Cristo udire tali parole.""",5
"la moltitudine de' quali tu ài potuto vedere e riguardare lo studio e poco dinanzi udire le voci, e lle cui mani e lance apena posso ritenere.","La moltitudine di quelli che hai potuto vedere e guardare lo studio e poco prima udire le voci, e le cui mani e lance appena posso trattenere.",5
"udire di belle novelle et odorare di belli fiori, come et quando et quanto si conviene","udire di belle novelle e odorare di belli fiori, come et quando et quanto si conviene",2
"Il re entrò in uno giardino dietro al suo albergo, quasi come s'egli andasse pensando alla risposta.","Il re entrò in un giardino dietro l'albergo, quasi come se stesse pensando alla risposta.",5
"Ma io disioso colà dove io non posso col corpo andare, con la mente vi volo","Ma io desideroso vado dove io non posso andare con il corpo, con la mente vi vado",4
Ed ecco di subito tutta questa turba degli uccelli si levò a volo dietro all'aquila,Ed ecco di subito tutta questa turba degli uccelli si è alzata in volo dietro all'aquila.,5
Vede anche le ragioni del volo degli uccielli e di tutte le cose sa rendere vero giudicio.,Vedi anche le ragioni del volo degli uccelli e di tutte le cose sa rendere un giudizio vero.,5
Or ecco quanto per la sua superbia questo uccello volava in alto.,Questo uccello volava in alto a causa della sua superbia.,4
"Gorgone, e ho questa proprietà che io volo per l'aire sì come uno ucello"".","Gorgone, e ho questa proprietà che io volo per l'aria come un uccello.",5
"quando nella matricola si scrivono giurano per Dio, e per Cristo, e per lo Spirito Santo","Quando nella matricola si scrive, giurano per Dio, per Cristo e per lo Spirito Santo.",5
"per necessitade i' ridico ke, secondo il comandamento tuo, padre santo Agostino, le battaglie già state nel mondo [..]","Per necessità io mi rido che, secondo il tuo comando, padre santo Agostino, le battaglie già combattute nel mondo [..]",3
"molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fue santo e glorioso il nome reale, e sse furono compagni fue il loro nome santissimo;","Molto di maggiore memoria saranno faccendole al re, perciò che nella nostra cittade sempre fu santo e glorioso il nome reale, e sse furono compagni furono il loro nome santissimo;",3
"Non voglio, che insuperbischi per lo santo proposito, e voto della verginità vedendo le sue laudi",Non voglio che superi il tuo proposito santo e il voto di verginità vedendo le sue lodi.,5
"Santo Agostino fece u· libro ch'avea nome ""Agostino Della Città di Dio"".","Santo Agostino scrisse un libro intitolato ""Agostino Della Città di Dio"".",4
Gregorio. Non udii mai che egli avesse maestro; ma il dono dello Spirito Santo non si può stringere a legge.,Gregorio. Non ho mai sentito dire che avesse un maestro; ma il dono dello Spirito Santo non può essere vincolato da una legge.,5
Verbigrazia: Mercatanti fiorentini passavano in nave per andare oltramare.,I mercanti di Firenze navigavano in nave per andare oltremare.,3
"Quando averai nel cavaliere i detti segni veduti non andare a grandezza caendo, perchè nelle battaglie sono più utili i forti che i grandi.","Quando avrai nel cavaliere i detti segni visti non andare a grandezza caendo, perché nelle battaglie sono più utili i forti che i grandi.",3
"e, cosa che anche è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.","""E, cosa che ancora è più grave, cioè essere preso, o vero fuggire, e suo Comune lasciare vincere.""",3
"Sappiate veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.","Sapete veramente, che se noi non ci fossimo sì affrettati del fuggire, noi saremmo tutti morti.",2
"Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui","Tarco cretense che in aiuto era alli nimici avrebbe potuto fuggire, ma la vergogna d'abbandonare li nobilissimi cavalieri della gente achea poco avanti da lui.",2
"e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni","""e l' acconciamento a fare grandissime cose, cioè a ttenere pace et amare Idio e 'l proximo, a ffare cittadi, castella e magioni"" translates to ""and the arrangement to do great things, that is, to keep peace and love God and the neighbor, to build cities, castles and mansions"".",2
colui che ancora non sa amare il prossimo come sé medesimo già cominci a temere i giudicii di Dio. ,"Chi non conosce l'amore per il prossimo, già inizia a temere i giudizi di Dio.",5
"L'ucello, poi che hae impaniate le ali, non fugge salvamente, né llo porco salvatico esce bene delle reti ove cade.","L'uccello, dopo aver impiegato le ali, non fugge sicuramente, né il maiale selvatico esce bene dalle reti dove cade.",5
"Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?","Io gli apersi, e quelli fuggitte. E che bisogno è, che lo cuore tuo stia chiuso al tuo sposo Cristo?",2
"E dunque, da che queste cose son così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu d'andartene in alcuna terra ed usare questa vita fuggendo per li diserti","E dunque, da che queste cose sono così, Catellina, e tu non puoi buonamente qui dimorare, dubiti tu di andartene in alcuna terra ed usare questa vita fuggendo per i diserti.",4
"Questi due, volendo contra la voglia del senato dimorare ne l'ufficio del tribunato, furono morti da la plebe, incitandola i padri coscritti.","Questi due, volendo contrariare il desiderio del senato rimanere nell'ufficio del tribunato, furono uccisi dalla plebe, incitandola i padri coscritti.",4
"i giovani, a cui il difendimento delle provincie, e la ventura di tutta la battaglia si commette","I giovani, a cui è stato affidato il compito di difendere le province e di affrontare l'intera battaglia.",5
"da' monti de' Romani si feciero nuovi nemici; contra i quali è conbactuto cum diversa ventura: perké nela primaia battaglia, essendo consolo Valerio, MMMD ne moriro de' Romani;","Da' monti de' Romani si feciero nuovi nemici; contro i quali è conbattuto cum diversa ventura: perché nella prima battaglia, essendo consolo Valerio, MMMD ne morirono de' Romani.",3
"noi iscaciati e dipartiti per debito dela cittade, e tutti iscaciati da fama e da ventura buona.","""Noi siamo stati costretti a partire dalla città a causa di un debito, e tutti noi siamo stati costretti via dalla fama e dalla buona fortuna.""",4
pregaste gli dei per me; e' vostri preghieri valsono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.,"""Pregate gli dei per me; e' vostri preghieri valgono: e se voi domandate chi ebbe ventura di questa battaglia; io non fui vinto da colui.""",3
"una villa chiamata Vitermina, con ciò fosse cosa che piusori principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa","Una villa chiamata Vitermina, con ciò fosse cosa che i principi di scherani corressero per ventura a quel tempo a vederlo, Scipione, stimando che venissero per isforzarlo, allogò ne la casa.",2
contra lui e contra le sue sorelle  e contra il reame e contra l' alto pregio della sua ingenerazione e della sua familia,"""Contro di lui e contro le sue sorelle, e contro il regno e contro l'alto onore della sua discendenza e della sua famiglia.""",5
"Allora che il navilio si fue impinto e messo in alto mare per andare diritto per mezo questo trapasso periglioso, l'aira divenne nuvolosa e pioveginosa","Allora che il navilio si è impinto e messo in alto mare per andare diritto per mezzo di questo passaggio pericoloso, l'aria divenne nuvolosa e pioveginosa.",4
"ne salìo in su l'argine del fosso, e in su lo steccato, se da alto si potessero difendere, o per alcuna maniera passare oltre e scampare.","Salì sul bordo del fossato e sul palo di legno, se potesse difendersi da lassù o trovare un modo per passare oltre e scappare.",5
"Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista","Ma l' occhio della intelligenza è più alto. Perciò che, passata la grandezza della universitade, quella medesima semplice forma vede nella sottil vista",2
"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","Se l'occhio è il membro nobile del corpo dell'uomo, allora la salutazione è la parte nobile della pistola, e allo stesso modo illumina tutta la lettera come l'occhio illumina l'uomo.",4
"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.","I Tarentini, che erano nati da quelli di Sparta e fatti dalla loro nobile città greca.",5
"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Ulecois era un uomo ricco e nobile; Orgentore fu chiamato con questo nome.,5
"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Sebbene sia una cosa nobile e alta abbattere il nemico, non è meno lodevole conoscere avere misericordia.",5
"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.",2
"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Alcuni sono ricchi e gentili, ma si lamentano di voler avere un'altra moglie di quella che hanno.",4
"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, dopo averlo visto in forma del popolo gentile, gli disse: uccidi e mangia.",3
"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","Il gentile uomo accettò di liberarlo dalla sua obbligazione, che aveva lasciato incatenato.",3
"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il popolo gentile congelato dal freddo del peccato, il quale popolo tenne sotto il giogo della sua tirannia",4
"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","""Non puoi più restare con noi, perché non lo sopporterò e non lo permetterò.""",3
