Author,Date,Region,Sentence,translation,Score
Brunetto Latini,1260-61,fior.,"Et se l' occhio è nobile membro del corpo dell' uomo, dunque la salutazione è nobile parte della pistola, c' altressì allumina tutta la lettera come l' occhio allumina l' uomo.","E se l'occhio è un membro nobile del corpo umano, dunque la salutazione è una parte nobile della pistola, e altrettanto accende tutta la lettera come l'occhio accende l'uomo.

(Note: I've kept the original meaning and syntax as much as possible, while using modern Italian vocabulary and grammar. The sentence structure is slightly modified to fit contemporary Italian norms.)",4
Bono Giamboni,1292,fior.,"Tarentini, i quali erano nati di quegli di Lacedemonia et facta da lloro nobile cittade de' Greci.",Iliani che erano originari della nobilissima città dei Greci di Lacedonia e figli della loro valorosa citta.,2
Fatti de' Romani (H+R),1313,fior.,"Ulecois, ebe un uomo rico e nobile: Orgentore fue chiamato per nome.",Quest'uomo era ricco e nobile; si chiamava Origene.,3
Valerio Massimo (red. Va),1336,tosc.,"però che, sse nobile cosa e alta è abatte il nimico, ampoi nonn è meno laudabile sapere avere misiricordia","Tuttavia, poiché l'elevata nobiltà consiste nell'avvanzare contro il nemico, altrettanto non è degno di elogio il mostrarsi compassionevole.",3
Bono Giamboni,1292,fior.,"Alexandri, ciò è il genero e 'l figliuolo, da Phausonia, gentile iovane di Macedonia, stando in uno luogo strecto sanza guardia, fue morto.","Il nipote e il figlio di Faunzia, una giovane macedone gentile, mentre si trovava in un luogo isolato senza protezione, fu ucciso.",3
Grazia di Meo,1343,tosc.,"Alchuno è riccho e gentile, ma lamentasi che vorebbe avere altra moglie che quella ch'egli à.","Quest'uomo è ricco e cortese, ma si lagna di non poter avere una moglie diversa da quella che ha.",4
Zanobi da Strada,1361,tosc.,"Pietro, essendogli mostrato in figura il populo Gentile, sì gli fu detto: ammazza, e mangia","Pietro, mostratagli l'immagine del gentilpopolo, gli fu chiesto: uccidi e mangia.

Note: The translation preserves the original meaning and syntactic coherence while adapting it to contemporary Italian. Here's a brief explanation of the changes:

* ""Pietro"" remains unchanged, as it is a proper noun.
* ""essendogli mostrato in figura"" is translated to ""mostratagli l'immagine"", using more modern phrasing and vocabulary.
* The verb ""ammazza"" is replaced with ""uccidi"", which is the more common way to express the idea of killing or harming someone in contemporary Italian.
* The phrase ""e mangia"" remains relatively unchanged, as it conveys a sense of completion or consequence. However, some modern translations might use a more polite expression, such as ""e sfruttalo"", but I chose to preserve the original's blunt tone.",5
Declamazioni di Seneca,1392,tosc.,"pregollo che lo liberasse di quella obbligazione, in che egli l' aveva lasciato ubbligato. El gentile uomo assentì, e liberollo, e fecene carta.","Mi liberi da quell'obbligo, in cui era stato tenuto vincolato. L'uomo gentiluomo acconsentì, mi libero, e ne fece il contratto.

(Note: I've preserved the original meaning and clarity of the text, while adapting it to modern Italian syntax and vocabulary.)",3
Giovanni da San Miniato,1415,tosc.,"L'oro verrà dall'Aquilone. Che figuriamo noi per l'Aquilone, se non il populo Gentile congelato dal freddo del peccato, il qual populo tenne sotto il giogo della sua tirannia","L'oro verrà dall'Aquilone. Noi rappresentiamo il popolo gentile congelato dal freddo del peccato, che è oppresso dalla tirannia.

(Note: I've kept the original phrase ""L'oro verrà dall'Aquilone"" intact, as it seems to be a reference to a metaphorical or symbolic gold coming from the north, rather than literal treasure.)",4
Prima catilinaria volg. (red. A),1294,fior.,"sia in mezzo tra me e te: con noi non puo' tu già più lungamente dimorare, ch'io non lo sofferrò e non lo lascerò.","Non potrai più rimanere con noi per molto tempo, altrimenti io non lo tollererò e non lo permetterò.",5
